id,listnum,category,item,rt
11115,1,animal,roach,5065
11115,1,animal,reindeer ,17264
11115,1,animal,panda,12449
11115,1,animal,tiger,1244
11115,1,animal,koala,1852
11115,1,animal,kangaroo,2584
11115,1,animal,hamster,10185
11115,1,animal,rat,992
11115,1,animal,mouse,1304
11115,1,animal,boar,9593
11115,1,animal,penguin,8103
11115,2,animal,dog,4895
11115,2,animal,cat,737
11115,2,animal,mouse,2711
11115,2,animal,rat,784
11115,2,animal,hamster,2888
11115,2,animal,lizard,1400
11115,2,animal,snake,1920
11115,2,animal,zebra,11441
11115,2,animal,wildebeest,4121
11115,2,animal,lion,5615
11115,2,animal,cheetah,1608
11115,2,animal,coyote,1489
11115,2,animal,lynx,3000
11115,2,animal,fox,952
11115,2,animal,elephant,4648
11115,2,animal,giraffe,2537
11115,2,animal,seal,2287
11115,2,animal,sea lion,1418
11115,2,animal,dolphin,3318
11115,2,animal,whale,1224
11115,2,animal,crab,3280
11115,2,animal,turtle,1833
11115,2,animal,sea anemone,6112
11115,2,animal,reindeer,7904
11115,2,animal,salmon,4600
11115,2,animal,trout,1040
11115,2,animal,sea bass,1544
11115,2,animal,shark,2984
11115,2,animal,whale shark,2961
11115,2,animal,starfish,4360
11115,2,animal,sea slug,2976
11115,2,animal,squirrel ,6120
11115,2,animal,chipmunk,2328
11115,2,animal,bunny,2720
11115,2,animal,tiger,2376
11115,2,animal,deer,1184
11115,2,animal,ox,2379
11115,2,animal,donkey,2902
11115,2,animal,iguana,3233
11115,2,animal,sea turtle,3935
11115,2,animal,panda,5081
11115,2,animal,kangaroo,1575
11115,2,animal,koala,1393
11115,2,animal,salamander ,7663
11115,2,animal,frog,809
11115,2,animal,fly,1624
11115,2,animal,anteater ,6336
11115,2,animal,ardvark,2320
11115,2,animal,emu,1216
11115,2,animal,capybara,3154
11115,2,animal,elk,5455
11115,2,animal,moose,1416
11115,2,animal,bear,1628
11115,2,animal,wolverine ,6108
11115,2,animal,badger,1121
11115,2,animal,mammoth,5319
11115,2,animal,duck,2576
11115,3,animal,dog,4375
11115,3,animal,cat,2137
11115,3,animal,mouse,2576
11115,3,animal,rat,647
11115,3,animal,hamster,4073
11115,3,animal,parrot,1088
11115,3,animal,owl,816
11115,3,animal,hawk,1136
11115,3,animal,eagle,1664
11115,3,animal,parakeet,1608
11115,3,animal,pigeon,2256
11115,3,animal,wolf,4376
11115,3,animal,fox,1496
11115,3,animal,bear,1178
11115,3,animal,tiger,903
11115,3,animal,lion,871
11115,3,animal,hyena,5385
11115,3,animal,zebra,3841
11115,3,animal,girrafee,3903
11115,3,animal,wildebeest ,4480
11115,3,animal,alligator,5874
11115,3,animal,crocodile,1567
11115,3,animal,hippopotamus,4600
11115,3,animal,deer,1096
11115,3,animal,elk,1048
11115,3,animal,moose,960
11115,3,animal,dolphin,6704
11115,3,animal,whale,824
11115,3,animal,shark,840
11115,3,animal,whale shark,2363
11115,3,animal,sea anemone ,2565
11115,3,animal,starfish,2448
11115,3,animal,seal,776
11115,3,animal,sea lion,1672
11115,3,animal,salmon,9297
11115,3,animal,trout,840
11115,3,animal,swordfish,4016
11115,3,animal,halibut,2872
11115,3,animal,ostrich,4096
11115,3,animal,emu,2553
11115,3,animal,capybara ,3528
11115,3,animal,leopard ,6694
11115,3,animal,panda,3714
11115,3,animal,koala,800
11115,3,animal,kangaroo,1576
11115,3,animal,badger,3745
11115,3,animal,wolverine,1432
11115,3,animal,spider,2183
11115,3,animal,ant,1369
11115,3,animal,worm,2952
11115,3,animal,bluebird ,5480
11115,3,animal,larvae ,4064
11115,3,animal,pig,3824
11115,3,animal,cow,1200
11115,3,animal,sheep,1056
11115,3,animal,goat,1064
11115,3,animal,chicken,3361
11115,3,animal,lamb,14056
11115,3,animal,dove,2464
11115,3,animal,monkey,5737
11115,3,animal,ape,631
11115,3,animal,chimpanzee,3073
11116,1,animal,dog,4971
11116,1,animal,cat,936
11116,1,animal,kangaroo,3272
11116,1,animal,bird,2672
11116,1,animal,chimpanzee,2889
11116,1,animal,gorilla,1064
11116,1,animal,ape,1456
11116,1,animal,human,1440
11116,1,animal,cheetah,6160
11116,1,animal,cougar,1480
11116,1,animal,lion,832
11116,1,animal,tiger,712
11116,1,animal,elephant,5384
11116,1,animal,mouse,1440
11116,1,animal,rat,673
11116,1,animal,gecko,2648
11116,1,animal,snake,3904
11116,1,animal,lizard,2840
11116,1,animal,whale,2544
11116,1,animal,dolphin,2320
11116,1,animal,racoon,3232
11116,1,animal,opossum,3763
11116,1,animal,squirrel,3718
11116,1,animal,armadillo,8712
11116,1,animal,rhino,3953
11116,1,animal,leopard,7560
11116,1,animal,gazelle,2129
11116,1,animal,deer,3831
11116,1,animal,goat,1608
11116,1,animal,cow,4360
11116,1,animal,sheep,4257
11116,1,animal,horse,3415
11116,1,animal,shark,8273
11116,1,animal,fish,6416
11116,1,animal,crab,26265
11116,1,animal,lobster,2928
11116,1,animal,eel,7105
11116,1,animal,mammoth,9072
11116,1,animal,bear,6376
11116,1,animal,bat,11633
11116,2,animal,kangaroo,5900
11116,2,animal,cat,1063
11116,2,animal,dog,640
11116,2,animal,rat,688
11116,2,animal,mouse,2497
11116,2,animal,gerbil,2296
11116,2,animal,hamster,2544
11116,2,animal,guinea pig,5032
11116,2,animal,bat,3080
11116,2,animal,lion,5648
11116,2,animal,tiger,817
11116,2,animal,elephant,3832
11116,2,animal,whale,1488
11116,2,animal,dolphin,1232
11116,2,animal,fish,3736
11116,2,animal,shark,1072
11116,2,animal,rhino,6688
11116,2,animal,crocodile,4160
11116,2,animal,alligator,1328
11116,2,animal,hippo,4001
11116,2,animal,gecko,4728
11116,2,animal,Komodo dragon,7648
11116,2,animal,opossum,10633
11116,2,animal,squirrel,3520
11116,2,animal,bird,11808
11116,2,animal,armadillo,17953
11116,2,animal,racoon,6480
11116,2,animal,sugar glider,3712
11116,2,animal,otter,14321
11116,2,animal,manatee,5736
11116,2,animal,wolf,3728
11116,2,animal,fox,3177
11116,2,animal,pig,2008
11116,2,animal,cow,719
11116,2,animal,sheep,1041
11116,2,animal,goat,746
11116,2,animal,horse,3246
11116,2,animal,chicken,3840
11116,2,animal,turtle,7416
11116,3,animal,Kangaroo,6364
11116,3,animal,elephant,4314
11116,3,animal,whale,1518
11116,3,animal,dolphin,2530
11116,3,animal,armadillo,3743
11116,3,animal,eagle,2120
11116,3,animal,sparrow,3856
11116,3,animal,humming bird,4161
11116,3,animal,cat,1536
11116,3,animal,dog,760
11116,3,animal,fox,1280
11116,3,animal,wolf,704
11116,3,animal,cougar,5624
11116,3,animal,jaguar,1010
11116,3,animal,cheetah,1478
11116,3,animal,tiger,832
11116,3,animal,lion,2220
11116,3,animal,leopard,4980
11116,3,animal,hyena,3497
11116,3,animal,elephant,6512
11116,3,animal,rhino,1624
11116,3,animal,hippo,984
11116,3,animal,gecko,2808
11116,3,animal,rat,1040
11116,3,animal,mouse,1016
11116,3,animal,hamster,1728
11116,3,animal,gerbil,1712
11116,3,animal,guinea pig,2025
11116,3,animal,bearded dragon,7240
11116,3,animal,Komodo dragon,3296
11116,3,animal,shark,7360
11116,3,animal,crocodile,3168
11116,3,animal,alligator,1449
11116,3,animal,bear,1848
11116,3,animal,goat,1936
11116,3,animal,sheep,1584
11116,3,animal,horse,1080
11116,3,animal,cow,1144
11116,3,animal,bull,1368
11116,3,animal,fly,10089
11116,3,animal,spider,2216
11116,3,animal,human,3776
11116,3,animal,gorilla,3688
11116,3,animal,ape,576
11116,3,animal,chimpanzee,2536
11116,3,animal,monkey,1000
11116,3,animal,koala,5569
11116,3,animal,toucan,8296
11116,3,animal,eagle,19168
11116,3,animal,flacon,2272
11116,3,animal,falcon,2435
11116,3,animal,hawk,2574
11116,3,animal,camel,11952
11117,1,animal,squireel,4543
11117,1,animal,elephant,2985
11117,1,animal,tiger,1560
11117,1,animal,lion,1344
11117,1,animal,dog,1393
11117,1,animal,cat,1150
11117,1,animal,fish,1625
11117,1,animal,weasel,2056
11117,1,animal,hamster,3392
11117,1,animal,mouse,1480
11117,1,animal,gin eau pig,3840
11117,1,animal,pig,1568
11117,1,animal,cow,1217
11117,1,animal,sheep,1289
11117,1,animal,horse,1600
11117,1,animal,goat,1380
11117,1,animal,human,2138
11117,1,animal,bear,7161
11117,1,animal,moose,2376
11117,1,animal,rhino,1976
11117,1,animal,giraffe,2368
11117,1,animal,pelican,7576
11117,1,animal,seagulls ,8816
11117,1,animal,parrot,4872
11117,1,animal,polar bear,5633
11117,1,animal,brown bear,2912
11117,1,animal,gopher,5632
11117,1,animal,chipmuck,4814
11117,1,animal,badger,1451
11117,1,animal,bulldog,2839
11117,1,animal,raven,11009
11117,1,animal,cardinal,5656
11117,1,animal,zebra,18392
11117,1,animal,lizard,2992
11117,1,animal,gecko,1645
11117,1,animal,anteater,8075
11117,1,animal,mearkat,15947
11117,1,animal,porcupin,15215
11117,1,animal,hamster,5200
11117,2,animal,tiger,5205
11117,2,animal,lion,1392
11117,2,animal,fish,1752
11117,2,animal,cat,2056
11117,2,animal,dog,1584
11117,2,animal,lizard,2384
11117,2,animal,zebra,4193
11117,2,animal,gorilla,2256
11117,2,animal,parrott,2160
11117,2,animal,anteater,4000
11117,2,animal,weasel,3360
11117,2,animal,squirrel ,5176
11117,2,animal,polar bear,6433
11117,2,animal,brown bear,3655
11117,2,animal,black bear,2600
11117,2,animal,horse,4074
11117,2,animal,giraffee,2311
11117,2,animal,hamster,12600
11117,2,animal,mouse,1601
11117,2,animal,rat,1031
11117,2,animal,gineau pig,9760
11117,2,animal,pig,1040
11117,2,animal,cow,1096
11117,2,animal,sheep,2400
11117,2,animal,goat,1586
11117,2,animal,ram,6319
11117,2,animal,seahawk,4704
11117,2,animal,raven,3584
11117,2,animal,badger,3616
11117,2,animal,mole,1608
11117,2,animal,rabbitt,6201
11117,2,animal,crow,13216
11117,2,animal,opossum,8017
11117,2,animal,chipmunk,6391
11117,2,animal,ardvark,14339
11117,2,animal,antalope,11751
11117,2,animal,monkey,1735
11117,2,animal,chimp,4624
11117,2,animal,lemur,3848
11117,2,animal,mearkat,2052
11117,2,animal,flamingo,1918
11117,3,animal,lion,4849
11117,3,animal,tiger,1544
11117,3,animal,bear,1233
11117,3,animal,black bear,2664
11117,3,animal,brown bear,5553
11117,3,animal,polar bear,2911
11117,3,animal,mouse,2073
11117,3,animal,hamster,2879
11117,3,animal,rat,2920
11117,3,animal,gineau pig,6224
11117,3,animal,pig,1586
11117,3,animal,horse,1718
11117,3,animal,cow,1256
11117,3,animal,ox,1536
11117,3,animal,goat,3928
11117,3,animal,sheep,1840
11117,3,animal,ram,1368
11117,3,animal,zebra,3752
11117,3,animal,giraffee,2217
11117,3,animal,flamingo,2377
11117,3,animal,elephant,3919
11117,3,animal,gorilla,2352
11117,3,animal,chimp,2913
11117,3,animal,lemur,1583
11117,3,animal,oragatan ,14145
11117,3,animal,dog,8624
11117,3,animal,cat,1656
11117,3,animal,weasel,5336
11117,3,animal,ferret,1632
11117,3,animal,lizard,6130
11117,3,animal,gecko,1758
11117,3,animal,raven,2617
11117,3,animal,sparrow,4303
11117,3,animal,crow,1568
11117,3,animal,seahakw,5881
11117,3,animal,pelican,2240
11117,3,animal,seagull,3456
11117,3,animal,fish,6952
11117,3,animal,whale,6640
11117,3,animal,dolphin,2985
11117,3,animal,shark,7255
11117,3,animal,otter,1681
11117,3,animal,seal,4480
11117,3,animal,clown fish,6560
11117,3,animal,snake,8864
11117,3,animal,corcodile,6457
11117,3,animal,alligator,4488
11118,1,animal,cat,3847
11118,1,animal,dog,2376
11118,1,animal,dolphin,2104
11118,1,animal,wolf,1144
11118,1,animal,frog,1536
11118,1,animal,horse,2024
11118,1,animal,cow,1993
11118,1,animal,bird,1544
11118,1,animal,fly,3408
11118,1,animal,lion,3995
11118,1,animal,tiger,1837
11118,1,animal,shark,2040
11118,1,animal,fish,1392
11118,1,animal,hamster,9249
11118,1,animal,seahorse,7425
11118,1,animal,sea otter,1839
11118,1,animal,seal,6856
11118,1,animal,snake,3768
11118,1,animal,hyena,2992
11118,1,animal,racoon,12602
11118,1,animal,seagull,9439
11118,1,animal,crocodile,9282
11118,1,animal,alligator,3335
11118,1,animal,ferret,8176
11118,1,animal,giraffe,9865
11118,1,animal,elephant,1992
11118,1,animal,boar,6440
11118,1,animal,rabbit,11825
11118,1,animal,duck,3440
11118,1,animal,swan,2008
11118,1,animal,goose,1432
11118,1,animal,bear,4912
11118,1,animal,ostrich,6736
11118,1,animal,bat,6073
11118,1,animal,porcupine,7509
11118,1,animal,hedgehog,4411
11118,1,animal,monkey,7224
11118,1,animal,moose,2488
11118,2,animal,dog,3329
11118,2,animal,horse,1736
11118,2,animal,cat,1544
11118,2,animal,mouse,1369
11118,2,animal,elephant,1871
11118,2,animal,tiger,976
11118,2,animal,lion,1720
11118,2,animal,hyena,2144
11118,2,animal,shark,1856
