method,simnum,listnum,hit,miss,fa,cr,cost,startseed
goni,2,26,354,39,249,12078,288.0,300
chan,2,26,144,249,20,12307,269.0,300
kenett,2,26,44,349,427,11900,776.0,300
fe,2,26,64,329,0,12327,329.0,300
rw,2,27,386,7,686,11641,693.0,300
goni,2,27,355,38,258,12069,296.0,300
chan,2,27,144,249,17,12310,266.0,300
kenett,2,27,34,359,437,11890,796.0,300
fe,2,27,66,327,0,12327,327.0,300
rw,2,28,387,6,706,11621,712.0,300
goni,2,28,357,36,267,12060,303.0,300
chan,2,28,143,250,17,12310,267.0,300
kenett,2,28,41,352,430,11897,782.0,300
fe,2,28,68,325,0,12327,325.0,300
rw,2,29,388,5,727,11600,732.0,300
goni,2,29,358,35,272,12055,307.0,300
chan,2,29,145,248,14,12313,262.0,300
kenett,2,29,32,361,439,11888,800.0,300
fe,2,29,70,323,0,12327,323.0,300
rw,2,30,389,4,748,11579,752.0,300
goni,2,30,361,32,280,12047,312.0,300
chan,2,30,146,247,13,12314,260.0,300
kenett,2,30,30,363,441,11886,804.0,300
fe,2,30,73,320,0,12327,320.0,300
rw,2,31,389,4,763,11564,767.0,300
goni,2,31,363,30,291,12036,321.0,300
chan,2,31,147,246,14,12313,260.0,300
kenett,2,31,42,351,429,11898,780.0,300
fe,2,31,75,318,0,12327,318.0,300
rw,2,32,389,4,782,11545,786.0,300
goni,2,32,366,27,295,12032,322.0,300
chan,2,32,152,241,9,12318,250.0,300
kenett,2,32,34,359,437,11890,796.0,300
fe,2,32,78,315,0,12327,315.0,300
rw,2,33,389,4,798,11529,802.0,300
goni,2,33,366,27,300,12027,327.0,300
chan,2,33,151,242,10,12317,252.0,300
kenett,2,33,41,352,430,11897,782.0,300
fe,2,33,81,312,0,12327,312.0,300
rw,2,34,390,3,817,11510,820.0,300
goni,2,34,369,24,310,12017,334.0,300
chan,2,34,151,242,12,12315,254.0,300
kenett,2,34,254,139,220,12107,359.0,300
fe,2,34,84,309,0,12327,309.0,300
rw,2,35,390,3,835,11492,838.0,300
goni,2,35,370,23,316,12011,339.0,300
chan,2,35,150,243,11,12316,254.0,300
kenett,2,35,256,137,218,12109,355.0,300
fe,2,35,87,306,0,12327,306.0,300
rw,2,36,390,3,851,11476,854.0,300
goni,2,36,374,19,321,12006,340.0,300
chan,2,36,151,242,9,12318,251.0,300
kenett,2,36,265,128,209,12118,337.0,300
fe,2,36,90,303,0,12327,303.0,300
rw,2,37,390,3,863,11464,866.0,300
goni,2,37,375,18,326,12001,344.0,300
chan,2,37,151,242,10,12317,252.0,300
kenett,2,37,260,133,214,12113,347.0,300
fe,2,37,93,300,0,12327,300.0,300
rw,2,38,390,3,881,11446,884.0,300
goni,2,38,377,16,337,11990,353.0,300
chan,2,38,150,243,11,12316,254.0,300
kenett,2,38,257,136,217,12110,353.0,300
fe,2,38,95,298,0,12327,298.0,300
rw,2,39,391,2,897,11430,899.0,300
goni,2,39,377,16,349,11978,365.0,300
chan,2,39,151,242,9,12318,251.0,300
kenett,2,39,267,126,207,12120,333.0,300
fe,2,39,97,296,0,12327,296.0,300
rw,2,40,391,2,919,11408,921.0,300
goni,2,40,377,16,356,11971,372.0,300
chan,2,40,152,241,8,12319,249.0,300
kenett,2,40,267,126,207,12120,333.0,300
fe,2,40,99,294,0,12327,294.0,300
rw,2,41,391,2,940,11387,942.0,300
goni,2,41,378,15,356,11971,371.0,300
chan,2,41,152,241,7,12320,248.0,300
kenett,2,41,273,120,201,12126,321.0,300
fe,2,41,101,292,0,12327,292.0,300
rw,2,42,391,2,964,11363,966.0,300
goni,2,42,379,14,363,11964,377.0,300
chan,2,42,151,242,8,12319,250.0,300
kenett,2,42,272,121,202,12125,323.0,300
fe,2,42,103,290,0,12327,290.0,300
rw,2,43,391,2,979,11348,981.0,300
goni,2,43,379,14,377,11950,391.0,300
chan,2,43,151,242,8,12319,250.0,300
kenett,2,43,274,119,200,12127,319.0,300
fe,2,43,104,289,0,12327,289.0,300
rw,2,44,391,2,994,11333,996.0,300
goni,2,44,380,13,386,11941,399.0,300
chan,2,44,156,237,6,12321,243.0,300
kenett,2,44,273,120,201,12126,321.0,300
fe,2,44,107,286,0,12327,286.0,300
rw,2,45,391,2,1010,11317,1012.0,300
goni,2,45,380,13,388,11939,401.0,300
chan,2,45,155,238,6,12321,244.0,300
kenett,2,45,276,117,198,12129,315.0,300
fe,2,45,108,285,0,12327,285.0,300
rw,2,46,391,2,1027,11300,1029.0,300
goni,2,46,380,13,390,11937,403.0,300
chan,2,46,156,237,5,12322,242.0,300
kenett,2,46,278,115,196,12131,311.0,300
fe,2,46,111,282,0,12327,282.0,300
rw,2,47,391,2,1038,11289,1040.0,300
goni,2,47,380,13,393,11934,406.0,300
chan,2,47,156,237,5,12322,242.0,300
kenett,2,47,279,114,195,12132,309.0,300
fe,2,47,114,279,0,12327,279.0,300
rw,2,48,391,2,1055,11272,1057.0,300
goni,2,48,381,12,399,11928,411.0,300
chan,2,48,155,238,5,12322,243.0,300
kenett,2,48,285,108,189,12138,297.0,300
fe,2,48,115,278,0,12327,278.0,300
rw,2,49,391,2,1066,11261,1068.0,300
goni,2,49,381,12,402,11925,414.0,300
chan,2,49,155,238,4,12323,242.0,300
kenett,2,49,281,112,193,12134,305.0,300
fe,2,49,118,275,0,12327,275.0,300
rw,2,50,392,1,1081,11246,1082.0,300
goni,2,50,385,8,407,11920,415.0,300
chan,2,50,155,238,4,12323,242.0,300
kenett,2,50,286,107,188,12139,295.0,300
fe,2,50,120,273,0,12327,273.0,300
rw,3,1,68,325,32,12295,357.0,450
goni,3,1,2,391,2,12325,393.0,450
chan,3,1,66,327,31,12296,358.0,450
kenett,3,1,20,373,244,12083,617.0,450
fe,3,1,3,390,0,12327,390.0,450
rw,3,2,131,262,59,12268,321.0,450
goni,3,2,31,362,4,12323,366.0,450
chan,3,2,95,298,39,12288,337.0,450
kenett,3,2,22,371,320,12007,691.0,450
fe,3,2,6,387,0,12327,387.0,450
rw,3,3,164,229,85,12242,314.0,450
goni,3,3,64,329,12,12315,341.0,450
chan,3,3,106,287,43,12284,330.0,450
kenett,3,3,17,376,352,11975,728.0,450
fe,3,3,9,384,0,12327,384.0,450
rw,3,4,205,188,107,12220,295.0,450
goni,3,4,84,309,21,12306,330.0,450
chan,3,4,118,275,48,12279,323.0,450
kenett,3,4,15,378,396,11931,774.0,450
fe,3,4,11,382,0,12327,382.0,450
rw,3,5,239,154,140,12187,294.0,450
goni,3,5,110,283,29,12298,312.0,450
chan,3,5,128,265,69,12258,334.0,450
kenett,3,5,27,366,426,11901,792.0,450
fe,3,5,14,379,0,12327,379.0,450
rw,3,6,265,128,171,12156,299.0,450
goni,3,6,131,262,44,12283,306.0,450
chan,3,6,126,267,74,12253,341.0,450
kenett,3,6,14,379,445,11882,824.0,450
fe,3,6,17,376,0,12327,376.0,450
rw,3,7,285,108,192,12135,300.0,450
goni,3,7,167,226,49,12278,275.0,450
chan,3,7,132,261,62,12265,323.0,450
kenett,3,7,24,369,444,11883,813.0,450
fe,3,7,20,373,0,12327,373.0,450
rw,3,8,306,87,220,12107,307.0,450
goni,3,8,190,203,66,12261,269.0,450
chan,3,8,133,260,56,12271,316.0,450
kenett,3,8,32,361,436,11891,797.0,450
fe,3,8,23,370,0,12327,370.0,450
rw,3,9,321,72,249,12078,321.0,450
goni,3,9,205,188,71,12256,259.0,450
chan,3,9,130,263,57,12270,320.0,450
kenett,3,9,29,364,439,11888,803.0,450
fe,3,9,26,367,0,12327,367.0,450
rw,3,10,334,59,274,12053,333.0,450
goni,3,10,232,161,86,12241,247.0,450
chan,3,10,136,257,53,12274,310.0,450
kenett,3,10,30,363,438,11889,801.0,450
fe,3,10,29,364,0,12327,364.0,450
rw,3,11,340,53,299,12028,352.0,450
goni,3,11,245,148,100,12227,248.0,450
chan,3,11,130,263,56,12271,319.0,450
kenett,3,11,29,364,439,11888,803.0,450
fe,3,11,32,361,0,12327,361.0,450
rw,3,12,349,44,316,12011,360.0,450
goni,3,12,261,132,113,12214,245.0,450
chan,3,12,134,259,53,12274,312.0,450
kenett,3,12,33,360,438,11889,798.0,450
fe,3,12,35,358,0,12327,358.0,450
rw,3,13,356,37,341,11986,378.0,450
goni,3,13,271,122,130,12197,252.0,450
chan,3,13,134,259,39,12288,298.0,450
kenett,3,13,48,345,423,11904,768.0,450
fe,3,13,38,355,0,12327,355.0,450
rw,3,14,361,32,368,11959,400.0,450
goni,3,14,289,104,142,12185,246.0,450
chan,3,14,133,260,39,12288,299.0,450
kenett,3,14,33,360,438,11889,798.0,450
fe,3,14,41,352,0,12327,352.0,450
rw,3,15,369,24,395,11932,419.0,450
goni,3,15,299,94,149,12178,243.0,450
chan,3,15,133,260,35,12292,295.0,450
kenett,3,15,47,346,424,11903,770.0,450
fe,3,15,41,352,0,12327,352.0,450
rw,3,16,372,21,421,11906,442.0,450
goni,3,16,307,86,156,12171,242.0,450
chan,3,16,134,259,32,12295,291.0,450
kenett,3,16,39,354,432,11895,786.0,450
fe,3,16,44,349,0,12327,349.0,450
rw,3,17,377,16,443,11884,459.0,450
goni,3,17,313,80,160,12167,240.0,450
chan,3,17,133,260,32,12295,292.0,450
kenett,3,17,36,357,435,11892,792.0,450
fe,3,17,47,346,0,12327,346.0,450
rw,3,18,380,13,472,11855,485.0,450
goni,3,18,331,62,168,12159,230.0,450
chan,3,18,138,255,27,12300,282.0,450
kenett,3,18,46,347,425,11902,772.0,450
fe,3,18,50,343,0,12327,343.0,450
rw,3,19,382,11,497,11830,508.0,450
goni,3,19,335,58,185,12142,243.0,450
chan,3,19,139,254,23,12304,277.0,450
kenett,3,19,51,342,420,11907,762.0,450
fe,3,19,53,340,0,12327,340.0,450
rw,3,20,383,10,521,11806,531.0,450
goni,3,20,335,58,186,12141,244.0,450
chan,3,20,139,254,22,12305,276.0,450
kenett,3,20,52,341,419,11908,760.0,450
fe,3,20,55,338,0,12327,338.0,450
rw,3,21,384,9,546,11781,555.0,450
goni,3,21,337,56,199,12128,255.0,450
chan,3,21,140,253,21,12306,274.0,450
kenett,3,21,29,364,442,11885,806.0,450
fe,3,21,58,335,0,12327,335.0,450
rw,3,22,385,8,572,11755,580.0,450
goni,3,22,336,57,204,12123,261.0,450
chan,3,22,140,253,21,12306,274.0,450
kenett,3,22,53,340,418,11909,758.0,450
fe,3,22,61,332,0,12327,332.0,450
rw,3,23,386,7,602,11725,609.0,450
goni,3,23,337,56,220,12107,276.0,450
chan,3,23,142,251,19,12308,270.0,450
kenett,3,23,39,354,432,11895,786.0,450
fe,3,23,64,329,0,12327,329.0,450
rw,3,24,386,7,631,11696,638.0,450
goni,3,24,344,49,230,12097,279.0,450
chan,3,24,143,250,18,12309,268.0,450
kenett,3,24,41,352,430,11897,782.0,450
fe,3,24,67,326,0,12327,326.0,450
rw,3,25,387,6,654,11673,660.0,450
goni,3,25,353,40,237,12090,277.0,450
chan,3,25,144,249,17,12310,266.0,450
kenett,3,25,43,350,428,11899,778.0,450
fe,3,25,70,323,0,12327,323.0,450
rw,3,26,388,5,679,11648,684.0,450
goni,3,26,353,40,249,12078,289.0,450
chan,3,26,143,250,18,12309,268.0,450
kenett,3,26,34,359,437,11890,796.0,450
fe,3,26,73,320,0,12327,320.0,450
rw,3,27,388,5,705,11622,710.0,450
goni,3,27,359,34,257,12070,291.0,450
chan,3,27,144,249,18,12309,267.0,450
kenett,3,27,54,339,417,11910,756.0,450
fe,3,27,76,317,0,12327,317.0,450
rw,3,28,389,4,720,11607,724.0,450
goni,3,28,359,34,262,12065,296.0,450
chan,3,28,146,247,16,12311,263.0,450
kenett,3,28,48,345,423,11904,768.0,450
fe,3,28,79,314,0,12327,314.0,450
rw,3,29,390,3,743,11584,746.0,450
goni,3,29,361,32,270,12057,302.0,450
chan,3,29,149,244,13,12314,257.0,450
kenett,3,29,39,354,432,11895,786.0,450
fe,3,29,81,312,0,12327,312.0,450
rw,3,30,390,3,761,11566,764.0,450
goni,3,30,364,29,276,12051,305.0,450
chan,3,30,149,244,15,12312,259.0,450
kenett,3,30,50,343,421,11906,764.0,450
fe,3,30,82,311,0,12327,311.0,450
rw,3,31,390,3,785,11542,788.0,450
goni,3,31,363,30,287,12040,317.0,450
chan,3,31,147,246,16,12311,262.0,450
kenett,3,31,48,345,423,11904,768.0,450
fe,3,31,85,308,0,12327,308.0,450
rw,3,32,390,3,803,11524,806.0,450
goni,3,32,364,29,284,12043,313.0,450
chan,3,32,149,244,14,12313,258.0,450
kenett,3,32,46,347,425,11902,772.0,450
fe,3,32,88,305,0,12327,305.0,450
rw,3,33,390,3,819,11508,822.0,450
goni,3,33,365,28,289,12038,317.0,450
chan,3,33,149,244,15,12312,259.0,450
kenett,3,33,36,357,435,11892,792.0,450
fe,3,33,91,302,0,12327,302.0,450
rw,3,34,390,3,843,11484,846.0,450
goni,3,34,365,28,295,12032,323.0,450
chan,3,34,151,242,12,12315,254.0,450
kenett,3,34,45,348,426,11901,774.0,450
fe,3,34,93,300,0,12327,300.0,450
rw,3,35,390,3,863,11464,866.0,450
goni,3,35,366,27,313,12014,340.0,450
chan,3,35,150,243,12,12315,255.0,450
kenett,3,35,33,360,438,11889,798.0,450
fe,3,35,96,297,0,12327,297.0,450
rw,3,36,390,3,884,11443,887.0,450
goni,3,36,368,25,315,12012,340.0,450
chan,3,36,151,242,11,12316,253.0,450
kenett,3,36,33,360,438,11889,798.0,450
fe,3,36,99,294,0,12327,294.0,450
rw,3,37,390,3,900,11427,903.0,450
goni,3,37,369,24,316,12011,340.0,450
chan,3,37,152,241,11,12316,252.0,450
kenett,3,37,33,360,438,11889,798.0,450
fe,3,37,100,293,0,12327,293.0,450
rw,3,38,391,2,926,11401,928.0,450
goni,3,38,368,25,327,12000,352.0,450
chan,3,38,151,242,12,12315,254.0,450
kenett,3,38,30,363,441,11886,804.0,450
fe,3,38,103,290,0,12327,290.0,450
rw,3,39,391,2,940,11387,942.0,450
goni,3,39,370,23,335,11992,358.0,450
chan,3,39,152,241,12,12315,253.0,450
kenett,3,39,37,356,434,11893,790.0,450
fe,3,39,104,289,0,12327,289.0,450
rw,3,40,392,1,955,11372,956.0,450
goni,3,40,373,20,341,11986,361.0,450
chan,3,40,152,241,11,12316,252.0,450
kenett,3,40,41,352,430,11897,782.0,450
fe,3,40,107,286,0,12327,286.0,450
rw,3,41,392,1,978,11349,979.0,450
goni,3,41,374,19,350,11977,369.0,450
chan,3,41,153,240,10,12317,250.0,450
kenett,3,41,38,355,433,11894,788.0,450
fe,3,41,108,285,0,12327,285.0,450
rw,3,42,392,1,998,11329,999.0,450
goni,3,42,374,19,354,11973,373.0,450
chan,3,42,154,239,9,12318,248.0,450
kenett,3,42,39,354,432,11895,786.0,450
fe,3,42,109,284,0,12327,284.0,450
rw,3,43,392,1,1023,11304,1024.0,450
goni,3,43,374,19,358,11969,377.0,450
chan,3,43,155,238,8,12319,246.0,450
kenett,3,43,48,345,423,11904,768.0,450
fe,3,43,112,281,0,12327,281.0,450
rw,3,44,393,0,1038,11289,1038.0,450
goni,3,44,375,18,371,11956,389.0,450
chan,3,44,156,237,7,12320,244.0,450
kenett,3,44,284,109,190,12137,299.0,450
fe,3,44,114,279,0,12327,279.0,450
rw,3,45,393,0,1055,11272,1055.0,450
goni,3,45,377,16,382,11945,398.0,450
chan,3,45,156,237,7,12320,244.0,450
kenett,3,45,281,112,193,12134,305.0,450
fe,3,45,117,276,0,12327,276.0,450
rw,3,46,393,0,1074,11253,1074.0,450
goni,3,46,381,12,389,11938,401.0,450
chan,3,46,156,237,7,12320,244.0,450
kenett,3,46,276,117,198,12129,315.0,450
fe,3,46,119,274,0,12327,274.0,450
rw,3,47,393,0,1087,11240,1087.0,450
goni,3,47,381,12,390,11937,402.0,450
chan,3,47,156,237,7,12320,244.0,450
kenett,3,47,279,114,195,12132,309.0,450
fe,3,47,122,271,0,12327,271.0,450
rw,3,48,393,0,1108,11219,1108.0,450
goni,3,48,382,11,399,11928,410.0,450
chan,3,48,156,237,4,12323,241.0,450
kenett,3,48,274,119,200,12127,319.0,450
fe,3,48,125,268,0,12327,268.0,450
rw,3,49,393,0,1128,11199,1128.0,450
goni,3,49,382,11,408,11919,419.0,450
chan,3,49,155,238,4,12323,242.0,450
kenett,3,49,271,122,203,12124,325.0,450
fe,3,49,128,265,0,12327,265.0,450
rw,3,50,393,0,1144,11183,1144.0,450
goni,3,50,383,10,416,11911,426.0,450
chan,3,50,155,238,4,12323,242.0,450
kenett,3,50,276,117,198,12129,315.0,450
fe,3,50,131,262,0,12327,262.0,450
rw,4,1,57,336,40,12287,376.0,600
goni,4,1,5,388,2,12325,390.0,600
chan,4,1,48,345,35,12292,380.0,600
kenett,4,1,14,379,214,12113,593.0,600
fe,4,1,3,390,0,12327,390.0,600
rw,4,2,110,283,74,12253,357.0,600
goni,4,2,28,365,8,12319,373.0,600
chan,4,2,78,315,58,12269,373.0,600
kenett,4,2,15,378,333,11994,711.0,600
fe,4,2,6,387,0,12327,387.0,600
rw,4,3,156,237,96,12231,333.0,600
goni,4,3,58,335,14,12313,349.0,600
chan,4,3,95,298,70,12257,368.0,600
kenett,4,3,15,378,384,11943,762.0,600
fe,4,3,9,384,0,12327,384.0,600
rw,4,4,184,209,131,12196,340.0,600
goni,4,4,80,313,21,12306,334.0,600
chan,4,4,103,290,69,12258,359.0,600
kenett,4,4,13,380,404,11923,784.0,600
fe,4,4,12,381,0,12327,381.0,600
rw,4,5,213,180,167,12160,347.0,600
goni,4,5,104,289,28,12299,317.0,600
chan,4,5,111,282,69,12258,351.0,600
kenett,4,5,15,378,417,11910,795.0,600
fe,4,5,15,378,0,12327,378.0,600
rw,4,6,242,151,188,12139,339.0,600
goni,4,6,131,262,45,12282,307.0,600
chan,4,6,120,273,55,12272,328.0,600
kenett,4,6,15,378,429,11898,807.0,600
fe,4,6,18,375,0,12327,375.0,600
rw,4,7,260,133,217,12110,350.0,600
goni,4,7,145,248,54,12273,302.0,600
chan,4,7,123,270,56,12271,326.0,600
kenett,4,7,18,375,438,11889,813.0,600
fe,4,7,20,373,0,12327,373.0,600
rw,4,8,281,112,245,12082,357.0,600
goni,4,8,166,227,67,12260,294.0,600
chan,4,8,134,259,55,12272,314.0,600
kenett,4,8,27,366,441,11886,807.0,600
fe,4,8,23,370,0,12327,370.0,600
rw,4,9,296,97,272,12055,369.0,600
goni,4,9,187,206,80,12247,286.0,600
chan,4,9,136,257,48,12279,305.0,600
kenett,4,9,21,372,447,11880,819.0,600
fe,4,9,26,367,0,12327,367.0,600
rw,4,10,305,88,304,12023,392.0,600
goni,4,10,207,186,94,12233,280.0,600
chan,4,10,136,257,44,12283,301.0,600
kenett,4,10,38,355,433,11894,788.0,600
fe,4,10,28,365,0,12327,365.0,600
rw,4,11,324,69,331,11996,400.0,600
goni,4,11,225,168,98,12229,266.0,600
chan,4,11,135,258,36,12291,294.0,600
kenett,4,11,167,226,307,12020,533.0,600
fe,4,11,31,362,0,12327,362.0,600
rw,4,12,336,57,355,11972,412.0,600
goni,4,12,248,145,109,12218,254.0,600
chan,4,12,139,254,32,12295,286.0,600
kenett,4,12,181,212,293,12034,505.0,600
fe,4,12,33,360,0,12327,360.0,600
rw,4,13,349,44,382,11945,426.0,600
goni,4,13,267,126,113,12214,239.0,600
chan,4,13,146,247,26,12301,273.0,600
kenett,4,13,194,199,280,12047,479.0,600
fe,4,13,36,357,0,12327,357.0,600
rw,4,14,359,34,408,11919,442.0,600
goni,4,14,273,120,123,12204,243.0,600
chan,4,14,146,247,22,12305,269.0,600
kenett,4,14,200,193,274,12053,467.0,600
fe,4,14,38,355,0,12327,355.0,600
rw,4,15,366,27,433,11894,460.0,600
goni,4,15,280,113,131,12196,244.0,600
chan,4,15,147,246,19,12308,265.0,600
kenett,4,15,200,193,274,12053,467.0,600
fe,4,15,41,352,0,12327,352.0,600
rw,4,16,371,22,460,11867,482.0,600
goni,4,16,292,101,139,12188,240.0,600
chan,4,16,148,245,14,12313,259.0,600
kenett,4,16,207,186,267,12060,453.0,600
fe,4,16,44,349,0,12327,349.0,600
rw,4,17,374,19,481,11846,500.0,600
goni,4,17,299,94,151,12176,245.0,600
chan,4,17,148,245,14,12313,259.0,600
kenett,4,17,222,171,252,12075,423.0,600
fe,4,17,47,346,0,12327,346.0,600
rw,4,18,375,18,513,11814,531.0,600
goni,4,18,306,87,149,12178,236.0,600
chan,4,18,150,243,12,12315,255.0,600
kenett,4,18,220,173,254,12073,427.0,600
fe,4,18,49,344,0,12327,344.0,600
rw,4,19,376,17,536,11791,553.0,600
goni,4,19,309,84,164,12163,248.0,600
chan,4,19,152,241,10,12317,251.0,600
kenett,4,19,223,170,251,12076,421.0,600
fe,4,19,51,342,0,12327,342.0,600
rw,4,20,381,12,562,11765,574.0,600
goni,4,20,314,79,179,12148,258.0,600
chan,4,20,149,244,12,12315,256.0,600
kenett,4,20,238,155,236,12091,391.0,600
fe,4,20,54,339,0,12327,339.0,600
rw,4,21,382,11,588,11739,599.0,600
goni,4,21,321,72,178,12149,250.0,600
chan,4,21,150,243,10,12317,253.0,600
kenett,4,21,237,156,237,12090,393.0,600
fe,4,21,57,336,0,12327,336.0,600
rw,4,22,385,8,608,11719,616.0,600
goni,4,22,326,67,183,12144,250.0,600
chan,4,22,148,245,13,12314,258.0,600
kenett,4,22,239,154,235,12092,389.0,600
fe,4,22,60,333,0,12327,333.0,600
rw,4,23,385,8,633,11694,641.0,600
goni,4,23,329,64,200,12127,264.0,600
chan,4,23,150,243,9,12318,252.0,600
kenett,4,23,247,146,227,12100,373.0,600
fe,4,23,63,330,0,12327,330.0,600
rw,4,24,386,7,659,11668,666.0,600
goni,4,24,336,57,205,12122,262.0,600
chan,4,24,150,243,9,12318,252.0,600
kenett,4,24,245,148,229,12098,377.0,600
fe,4,24,66,327,0,12327,327.0,600
rw,4,25,386,7,681,11646,688.0,600
goni,4,25,343,50,209,12118,259.0,600
chan,4,25,150,243,9,12318,252.0,600
kenett,4,25,240,153,234,12093,387.0,600
fe,4,25,67,326,0,12327,326.0,600
rw,4,26,388,5,702,11625,707.0,600
goni,4,26,346,47,215,12112,262.0,600
chan,4,26,152,241,7,12320,248.0,600
kenett,4,26,250,143,224,12103,367.0,600
fe,4,26,69,324,0,12327,324.0,600
rw,4,27,388,5,725,11602,730.0,600
goni,4,27,349,44,219,12108,263.0,600
chan,4,27,152,241,9,12318,250.0,600
kenett,4,27,256,137,218,12109,355.0,600
fe,4,27,72,321,0,12327,321.0,600
rw,4,28,388,5,740,11587,745.0,600
goni,4,28,352,41,226,12101,267.0,600
chan,4,28,149,244,12,12315,256.0,600
kenett,4,28,259,134,215,12112,349.0,600
fe,4,28,73,320,0,12327,320.0,600
rw,4,29,390,3,768,11559,771.0,600
goni,4,29,350,43,249,12078,292.0,600
chan,4,29,149,244,10,12317,254.0,600
kenett,4,29,267,126,207,12120,333.0,600
fe,4,29,76,317,0,12327,317.0,600
rw,4,30,390,3,790,11537,793.0,600
goni,4,30,353,40,261,12066,301.0,600
chan,4,30,149,244,12,12315,256.0,600
kenett,4,30,262,131,212,12115,343.0,600
fe,4,30,77,316,0,12327,316.0,600
rw,4,31,390,3,808,11519,811.0,600
goni,4,31,353,40,273,12054,313.0,600
chan,4,31,151,242,12,12315,254.0,600
kenett,4,31,266,127,208,12119,335.0,600
fe,4,31,79,314,0,12327,314.0,600
rw,4,32,391,2,831,11496,833.0,600
goni,4,32,357,36,286,12041,322.0,600
chan,4,32,150,243,10,12317,253.0,600
kenett,4,32,266,127,208,12119,335.0,600
fe,4,32,81,312,0,12327,312.0,600
rw,4,33,391,2,854,11473,856.0,600
goni,4,33,360,33,291,12036,324.0,600
chan,4,33,148,245,13,12314,258.0,600
kenett,4,33,271,122,203,12124,325.0,600
fe,4,33,84,309,0,12327,309.0,600
rw,4,34,391,2,876,11451,878.0,600
goni,4,34,360,33,289,12038,322.0,600
chan,4,34,150,243,11,12316,254.0,600
kenett,4,34,267,126,207,12120,333.0,600
fe,4,34,86,307,0,12327,307.0,600
rw,4,35,391,2,900,11427,902.0,600
goni,4,35,363,30,308,12019,338.0,600
chan,4,35,153,240,6,12321,246.0,600
kenett,4,35,267,126,207,12120,333.0,600
fe,4,35,88,305,0,12327,305.0,600
rw,4,36,392,1,922,11405,923.0,600
goni,4,36,364,29,311,12016,340.0,600
chan,4,36,154,239,7,12320,246.0,600
kenett,4,36,272,121,202,12125,323.0,600
fe,4,36,91,302,0,12327,302.0,600
rw,4,37,392,1,937,11390,938.0,600
goni,4,37,362,31,322,12005,353.0,600
chan,4,37,154,239,6,12321,245.0,600
kenett,4,37,275,118,199,12128,317.0,600
fe,4,37,94,299,0,12327,299.0,600
rw,4,38,392,1,954,11373,955.0,600
goni,4,38,367,26,329,11998,355.0,600
chan,4,38,155,238,6,12321,244.0,600
kenett,4,38,274,119,200,12127,319.0,600
fe,4,38,96,297,0,12327,297.0,600
rw,4,39,392,1,973,11354,974.0,600
goni,4,39,367,26,327,12000,353.0,600
chan,4,39,154,239,6,12321,245.0,600
kenett,4,39,278,115,196,12131,311.0,600
fe,4,39,98,295,0,12327,295.0,600
rw,4,40,392,1,986,11341,987.0,600
goni,4,40,369,24,336,11991,360.0,600
chan,4,40,154,239,5,12322,244.0,600
kenett,4,40,277,116,197,12130,313.0,600
fe,4,40,100,293,0,12327,293.0,600
rw,4,41,392,1,1002,11325,1003.0,600
goni,4,41,367,26,346,11981,372.0,600
chan,4,41,154,239,5,12322,244.0,600
kenett,4,41,278,115,196,12131,311.0,600
fe,4,41,102,291,0,12327,291.0,600
rw,4,42,392,1,1015,11312,1016.0,600
goni,4,42,369,24,357,11970,381.0,600
chan,4,42,154,239,5,12322,244.0,600
kenett,4,42,270,123,204,12123,327.0,600
fe,4,42,105,288,0,12327,288.0,600
rw,4,43,392,1,1036,11291,1037.0,600
goni,4,43,372,21,365,11962,386.0,600
chan,4,43,153,240,6,12321,246.0,600
kenett,4,43,267,126,207,12120,333.0,600
fe,4,43,107,286,0,12327,286.0,600
rw,4,44,393,0,1053,11274,1053.0,600
goni,4,44,372,21,374,11953,395.0,600
chan,4,44,154,239,6,12321,245.0,600
kenett,4,44,271,122,203,12124,325.0,600
fe,4,44,109,284,0,12327,284.0,600
rw,4,45,393,0,1076,11251,1076.0,600
goni,4,45,373,20,375,11952,395.0,600
chan,4,45,153,240,6,12321,246.0,600
kenett,4,45,273,120,201,12126,321.0,600
fe,4,45,111,282,0,12327,282.0,600
rw,4,46,393,0,1092,11235,1092.0,600
goni,4,46,376,17,388,11939,405.0,600
chan,4,46,154,239,5,12322,244.0,600
kenett,4,46,279,114,195,12132,309.0,600
fe,4,46,112,281,0,12327,281.0,600
rw,4,47,393,0,1107,11220,1107.0,600
goni,4,47,375,18,390,11937,408.0,600
chan,4,47,154,239,5,12322,244.0,600
kenett,4,47,281,112,193,12134,305.0,600
fe,4,47,113,280,0,12327,280.0,600
rw,4,48,393,0,1124,11203,1124.0,600
goni,4,48,374,19,398,11929,417.0,600
chan,4,48,154,239,5,12322,244.0,600
kenett,4,48,282,111,192,12135,303.0,600
fe,4,48,114,279,0,12327,279.0,600
rw,4,49,393,0,1140,11187,1140.0,600
goni,4,49,376,17,404,11923,421.0,600
chan,4,49,154,239,5,12322,244.0,600
kenett,4,49,280,113,194,12133,307.0,600
fe,4,49,115,278,0,12327,278.0,600
rw,4,50,393,0,1153,11174,1153.0,600
goni,4,50,379,14,406,11921,420.0,600
chan,4,50,154,239,5,12322,244.0,600
kenett,4,50,281,112,193,12134,305.0,600
fe,4,50,116,277,0,12327,277.0,600
rw,5,1,68,325,28,12299,353.0,750
goni,5,1,10,383,3,12324,386.0,750
chan,5,1,65,328,27,12300,355.0,750
