filename,cutoff,hit,fa,cost
mixturep3,0.85,333,5814,5874
mixturep3,0.9,211,1944,2126
mixturep3,0.95,0,0,393
mixturep3,1.0,0,0,393
mixturep5,0.0,385,10485,10493
mixturep5,0.05,385,10485,10493
mixturep5,0.1,385,10485,10493
mixturep5,0.15,385,10485,10493
mixturep5,0.2,385,10485,10493
mixturep5,0.25,385,10485,10493
mixturep5,0.3,385,10485,10493
mixturep5,0.35,385,10485,10493
mixturep5,0.4,385,10485,10493
mixturep5,0.45,385,10485,10493
mixturep5,0.5,385,10485,10493
mixturep5,0.55,385,10485,10493
mixturep5,0.6,385,10485,10493
mixturep5,0.65,385,10485,10493
mixturep5,0.7,385,10485,10493
mixturep5,0.75,385,10485,10493
mixturep5,0.8,378,8293,8308
mixturep5,0.85,378,8293,8308
mixturep5,0.9,333,5814,5874
mixturep5,0.95,43,144,494
mixturep5,1.0,0,0,393
nbd05,0.0,385,10485,10493
nbd05,0.05,385,10485,10493
nbd05,0.1,381,10457,10469
nbd05,0.15,357,9576,9612
nbd05,0.2,329,7113,7177
nbd05,0.25,297,4797,4893
nbd05,0.3,276,2383,2500
nbd05,0.35,253,2361,2501
nbd05,0.4,219,122,296
nbd05,0.45,212,121,302
nbd05,0.5,199,84,278
nbd05,0.55,188,78,283
nbd05,0.6,187,78,284
nbd05,0.65,182,75,286
nbd05,0.7,182,75,286
nbd05,0.75,182,75,286
nbd05,0.8,182,75,286
nbd05,0.85,182,75,286
nbd05,0.9,172,52,273
nbd05,0.95,146,14,261
nbd05,1.0,0,0,393
nbd1,0.0,385,10485,10493
nbd1,0.05,385,10485,10493
nbd1,0.1,381,10457,10469
nbd1,0.15,351,8619,8661
nbd1,0.2,313,4837,4917
nbd1,0.25,275,2404,2522
nbd1,0.3,253,2372,2512
nbd1,0.35,212,122,303
nbd1,0.4,178,73,288
nbd1,0.45,153,68,308
nbd1,0.5,112,33,314
nbd1,0.55,110,33,316
nbd1,0.6,94,31,330
nbd1,0.65,87,31,337
nbd1,0.7,67,9,335
nbd1,0.75,50,1,344
nbd1,0.8,36,0,357
nbd1,0.85,23,0,370
nbd1,0.9,1,0,392
nbd1,0.95,0,0,393
nbd1,1.0,0,0,393
nbd5,0.0,385,10485,10493
nbd5,0.05,385,10485,10493
nbd5,0.1,381,10457,10469
nbd5,0.15,347,8607,8653
nbd5,0.2,330,7128,7191
nbd5,0.25,295,4813,4911
nbd5,0.3,265,2396,2524
nbd5,0.35,245,2366,2514
nbd5,0.4,207,121,307
nbd5,0.45,183,76,286
nbd5,0.5,162,70,301
nbd5,0.55,162,70,301
nbd5,0.6,136,46,303
nbd5,0.65,132,46,307
nbd5,0.7,131,45,307
nbd5,0.75,118,22,297
nbd5,0.8,118,22,297
nbd5,0.85,98,2,297
nbd5,0.9,78,0,315
nbd5,0.95,31,0,362
nbd5,1.0,0,0,393
newmixture5_again,0.0,385,10485,10493
newmixture5_again,0.05,385,10485,10493
newmixture5_again,0.1,385,10485,10493
newmixture5_again,0.15,385,10485,10493
newmixture5_again,0.2,365,10094,10122
newmixture5_again,0.25,345,8603,8651
newmixture5_again,0.3,333,7130,7190
newmixture5_again,0.35,309,4830,4914
newmixture5_again,0.4,283,2408,2518
newmixture5_again,0.45,264,2383,2512
newmixture5_again,0.5,233,132,292
newmixture5_again,0.55,229,131,295
newmixture5_again,0.6,219,97,271
newmixture5_again,0.65,215,97,275
newmixture5_again,0.7,212,88,269
newmixture5_again,0.75,212,88,269
newmixture5_again,0.8,201,66,258
newmixture5_again,0.85,201,66,258
newmixture5_again,0.9,143,10,260
newmixture5_again,0.95,6,0,387
newmixture5_again,1.0,0,0,393
newmixturep1,0.0,385,10485,10493
newmixturep1,0.05,385,10485,10493
newmixturep1,0.1,382,10457,10468
newmixturep1,0.15,362,9586,9617
newmixturep1,0.2,335,7138,7196
newmixturep1,0.25,300,4822,4915
newmixturep1,0.3,268,2404,2529
newmixturep1,0.35,246,2372,2519
newmixturep1,0.4,199,121,315
newmixturep1,0.45,178,73,288
newmixturep1,0.5,155,67,305
newmixturep1,0.55,116,34,311
newmixturep1,0.6,105,34,322
newmixturep1,0.65,98,33,328
newmixturep1,0.7,78,13,328
newmixturep1,0.75,75,13,331
newmixturep1,0.8,59,2,336
newmixturep1,0.85,27,0,366
newmixturep1,0.9,3,0,390
newmixturep1,0.95,0,0,393
newmixturep1,1.0,0,0,393
newmixturep2,0.0,385,10485,10493
newmixturep2,0.05,385,10485,10493
newmixturep2,0.1,385,10485,10493
newmixturep2,0.15,366,10096,10123
newmixturep2,0.2,332,7138,7199
newmixturep2,0.25,307,4832,4918
newmixturep2,0.3,269,2400,2524
newmixturep2,0.35,245,2370,2518
newmixturep2,0.4,206,120,307
newmixturep2,0.45,200,119,312
newmixturep2,0.5,163,67,297
newmixturep2,0.55,162,67,298
newmixturep2,0.6,128,35,300
newmixturep2,0.65,119,35,309
newmixturep2,0.7,113,34,314
newmixturep2,0.75,99,12,306
newmixturep2,0.8,78,2,317
newmixturep2,0.85,61,0,332
newmixturep2,0.9,11,0,382
newmixturep2,0.95,0,0,393
newmixturep2,1.0,0,0,393
newmixturep25,0.0,385,10485,10493
newmixturep25,0.05,385,10485,10493
newmixturep25,0.1,385,10485,10493
newmixturep25,0.15,366,10095,10122
newmixturep25,0.2,347,8610,8656
newmixturep25,0.25,307,4827,4913
newmixturep25,0.3,295,4818,4916
newmixturep25,0.35,246,2369,2516
newmixturep25,0.4,210,120,303
newmixturep25,0.45,203,119,309
newmixturep25,0.5,168,66,291
newmixturep25,0.55,162,66,297
newmixturep25,0.6,137,35,291
newmixturep25,0.65,130,35,298
newmixturep25,0.7,128,34,299
newmixturep25,0.75,112,13,294
newmixturep25,0.8,89,2,306
newmixturep25,0.85,68,0,325
newmixturep25,0.9,30,0,363
newmixturep25,0.95,0,0,393
newmixturep25,1.0,0,0,393
newmixturep275,0.0,385,10485,10493
newmixturep275,0.05,385,10485,10493
newmixturep275,0.1,385,10485,10493
newmixturep275,0.15,366,10094,10121
newmixturep275,0.2,347,8606,8652
newmixturep275,0.25,329,7128,7192
newmixturep275,0.3,295,4817,4915
newmixturep275,0.35,268,2399,2524
newmixturep275,0.4,248,2370,2515
newmixturep275,0.45,213,122,302
newmixturep275,0.5,191,73,275
newmixturep275,0.55,170,67,290
newmixturep275,0.6,143,39,289
newmixturep275,0.65,136,39,296
newmixturep275,0.7,133,38,298
newmixturep275,0.75,118,16,291
newmixturep275,0.8,115,16,294
newmixturep275,0.85,76,0,317
newmixturep275,0.9,34,0,359
newmixturep275,0.95,0,0,393
newmixturep275,1.0,0,0,393
newmixturep3,0.0,385,10485,10493
newmixturep3,0.05,385,10485,10493
newmixturep3,0.1,385,10485,10493
newmixturep3,0.15,375,10344,10362
newmixturep3,0.2,343,8606,8656
newmixturep3,0.25,326,7129,7196
newmixturep3,0.3,290,4818,4921
newmixturep3,0.35,263,2400,2530
newmixturep3,0.4,243,2374,2524
newmixturep3,0.45,210,125,308
newmixturep3,0.5,190,78,281
newmixturep3,0.55,170,70,293
newmixturep3,0.6,146,46,293
newmixturep3,0.65,143,46,296
newmixturep3,0.7,135,45,303
newmixturep3,0.75,121,22,294
newmixturep3,0.8,117,22,298
newmixturep3,0.85,98,5,300
newmixturep3,0.9,35,0,358
newmixturep3,0.95,0,0,393
newmixturep3,1.0,0,0,393
newmixturep325,0.0,385,10485,10493
newmixturep325,0.05,385,10485,10493
newmixturep325,0.1,385,10485,10493
newmixturep325,0.15,375,10344,10362
newmixturep325,0.2,345,8607,8655
newmixturep325,0.25,327,7127,7193
newmixturep325,0.3,293,4813,4913
newmixturep325,0.35,271,2396,2518
newmixturep325,0.4,248,2370,2515
newmixturep325,0.45,212,124,305
newmixturep325,0.5,188,77,282
newmixturep325,0.55,171,70,292
newmixturep325,0.6,150,45,288
newmixturep325,0.65,145,45,293
newmixturep325,0.7,139,44,298
newmixturep325,0.75,126,22,289
newmixturep325,0.8,122,22,293
newmixturep325,0.85,102,4,295
newmixturep325,0.9,31,0,362
newmixturep325,0.95,0,0,393
newmixturep325,1.0,0,0,393
newmixturep35,0.0,385,10485,10493
newmixturep35,0.05,385,10485,10493
newmixturep35,0.1,385,10485,10493
newmixturep35,0.15,375,10343,10361
newmixturep35,0.2,357,9579,9615
newmixturep35,0.25,330,7125,7188
newmixturep35,0.3,306,4825,4912
newmixturep35,0.35,273,2400,2520
newmixturep35,0.4,251,2374,2516
newmixturep35,0.45,215,127,305
newmixturep35,0.5,207,126,312
newmixturep35,0.55,176,73,290
newmixturep35,0.6,172,73,294
newmixturep35,0.65,156,52,289
newmixturep35,0.7,151,50,292
newmixturep35,0.75,151,50,292
newmixturep35,0.8,132,29,290
newmixturep35,0.85,111,6,288
newmixturep35,0.9,57,0,336
newmixturep35,0.95,0,0,393
newmixturep35,1.0,0,0,393
newmixturep4,0.0,385,10485,10493
newmixturep4,0.05,385,10485,10493
newmixturep4,0.1,385,10485,10493
newmixturep4,0.15,381,10457,10469
newmixturep4,0.2,356,9578,9615
newmixturep4,0.25,331,7125,7187
newmixturep4,0.3,307,4823,4909
newmixturep4,0.35,298,4813,4908
newmixturep4,0.4,257,2374,2510
newmixturep4,0.45,256,2374,2511
newmixturep4,0.5,211,127,309
newmixturep4,0.55,199,85,279
newmixturep4,0.6,185,80,288
newmixturep4,0.65,176,57,274
newmixturep4,0.7,172,57,278
newmixturep4,0.75,171,55,277
newmixturep4,0.8,158,32,267
newmixturep4,0.85,132,8,269
newmixturep4,0.9,71,1,323
newmixturep4,0.95,0,0,393
newmixturep4,1.0,0,0,393
newmixturep5,0.0,385,10485,10493
newmixturep5,0.05,385,10485,10493
newmixturep5,0.1,385,10485,10493
newmixturep5,0.15,385,10485,10493
newmixturep5,0.2,365,10095,10123
newmixturep5,0.25,346,8604,8651
newmixturep5,0.3,333,7131,7191
newmixturep5,0.35,311,4831,4913
newmixturep5,0.4,283,2411,2521
newmixturep5,0.45,262,2384,2515
newmixturep5,0.5,229,133,297
newmixturep5,0.55,223,132,302
newmixturep5,0.6,212,98,279
newmixturep5,0.65,207,98,284
newmixturep5,0.7,202,90,281
newmixturep5,0.75,201,90,282
newmixturep5,0.8,189,68,272
newmixturep5,0.85,189,68,272
newmixturep5,0.9,134,9,268
newmixturep5,0.95,6,0,387
newmixturep5,1.0,0,0,393
newmixturep7,0.0,385,10485,10493
newmixturep7,0.05,385,10485,10493
newmixturep7,0.1,385,10485,10493
newmixturep7,0.15,385,10485,10493
newmixturep7,0.2,385,10485,10493
newmixturep7,0.25,382,10457,10468
newmixturep7,0.3,373,10108,10128
newmixturep7,0.35,369,9603,9627
newmixturep7,0.4,352,7184,7225
newmixturep7,0.45,351,7184,7226
newmixturep7,0.5,339,7077,7131
newmixturep7,0.55,339,7077,7131
newmixturep7,0.6,339,7077,7131
newmixturep7,0.65,332,4894,4955
newmixturep7,0.7,332,4894,4955
newmixturep7,0.75,332,4894,4955
newmixturep7,0.8,332,4894,4955
newmixturep7,0.85,332,4894,4955
newmixturep7,0.9,322,4845,4916
newmixturep7,0.95,174,94,313
newmixturep7,1.0,0,0,393
oneA,0.0,385,10485,10493
oneA,0.05,385,10485,10493
oneA,0.1,385,10485,10493
oneA,0.15,385,10485,10493
oneA,0.2,385,10485,10493
oneA,0.25,385,10485,10493
oneA,0.3,385,10485,10493
oneA,0.35,382,10457,10468
oneA,0.4,357,8639,8675
oneA,0.45,332,4885,4946
oneA,0.5,317,277,353
oneA,0.55,307,269,355
oneA,0.6,262,187,318
oneA,0.65,200,34,227
oneA,0.7,142,6,257
oneA,0.75,85,0,308
oneA,0.8,31,0,362
oneA,0.85,3,0,390
oneA,0.9,0,0,393
oneA,0.95,0,0,393
oneA,1.0,0,0,393
prior1p5b,0.0,385,10485,10493
prior1p5b,0.05,385,10485,10493
prior1p5b,0.1,385,10485,10493
prior1p5b,0.15,379,10349,10363
prior1p5b,0.2,356,8640,8677
prior1p5b,0.25,338,7167,7222
prior1p5b,0.3,295,4835,4933
prior1p5b,0.35,262,2397,2528
prior1p5b,0.4,225,2345,2513
prior1p5b,0.45,204,132,321
prior1p5b,0.5,158,68,303
prior1p5b,0.55,120,66,339
prior1p5b,0.6,82,24,335
prior1p5b,0.65,53,21,361
prior1p5b,0.7,36,21,378
prior1p5b,0.75,18,1,376
prior1p5b,0.8,7,0,386
prior1p5b,0.85,1,0,392
prior1p5b,0.9,0,0,393
prior1p5b,0.95,0,0,393
prior1p5b,1.0,0,0,393
prior2b,0.0,385,10485,10493
prior2b,0.05,385,10485,10493
prior2b,0.1,385,10485,10493
prior2b,0.15,385,10485,10493
prior2b,0.2,371,10106,10128
prior2b,0.25,355,8639,8677
prior2b,0.3,328,7150,7215
prior2b,0.35,290,4836,4939
prior2b,0.4,247,2398,2544
prior2b,0.45,214,2345,2524
prior2b,0.5,158,68,303
prior2b,0.55,152,68,309
prior2b,0.6,95,24,322
prior2b,0.65,81,24,336
prior2b,0.7,51,21,363
prior2b,0.75,18,1,376
prior2b,0.8,7,0,386
prior2b,0.85,4,0,389
prior2b,0.9,0,0,393
prior2b,0.95,0,0,393
prior2b,1.0,0,0,393
priorweight9,0.0,385,10485,10493
priorweight9,0.05,385,10485,10493
priorweight9,0.1,376,10343,10360
priorweight9,0.15,347,8592,8638
priorweight9,0.2,302,4781,4872
priorweight9,0.25,253,2357,2497
priorweight9,0.3,221,2333,2505
priorweight9,0.35,185,124,332
priorweight9,0.4,163,94,324
priorweight9,0.45,151,91,333
priorweight9,0.5,151,91,333
priorweight9,0.55,151,91,333
priorweight9,0.6,151,91,333
priorweight9,0.65,151,91,333
priorweight9,0.7,141,42,294
priorweight9,0.75,118,6,281
priorweight9,0.8,98,2,297
priorweight9,0.85,63,1,331
priorweight9,0.9,5,0,388
priorweight9,0.95,0,0,393
priorweight9,1.0,0,0,393
rwstart,0.0,385,10485,10493
rwstart,0.05,385,10485,10493
rwstart,0.1,380,10349,10362
rwstart,0.15,358,8642,8677
rwstart,0.2,322,4878,4949
rwstart,0.25,288,2439,2544
rwstart,0.3,263,2397,2527
rwstart,0.35,220,134,307
rwstart,0.4,186,76,283
rwstart,0.45,158,69,304
rwstart,0.5,104,25,314
rwstart,0.55,101,25,317
rwstart,0.6,65,22,350
rwstart,0.65,52,22,363
rwstart,0.7,26,1,368
rwstart,0.75,8,0,385
rwstart,0.8,4,0,389
rwstart,0.85,1,0,392
rwstart,0.9,0,0,393
rwstart,0.95,0,0,393
rwstart,1.0,0,0,393
sevenA,0.0,385,10485,10493
sevenA,0.05,385,10485,10493
sevenA,0.1,385,10485,10493
sevenA,0.15,370,10107,10130
sevenA,0.2,356,8638,8675
sevenA,0.25,329,4884,4948
sevenA,0.3,304,2463,2552
sevenA,0.35,264,2399,2528
sevenA,0.4,219,135,309
sevenA,0.45,207,134,320
sevenA,0.5,165,68,296
sevenA,0.55,140,26,279
sevenA,0.6,102,24,315
sevenA,0.65,65,21,349
sevenA,0.7,41,1,353
sevenA,0.75,9,0,384
sevenA,0.8,6,0,387
sevenA,0.85,1,0,392
sevenA,0.9,0,0,393
sevenA,0.95,0,0,393
sevenA,1.0,0,0,393
sixA,0.0,385,10485,10493
sixA,0.05,385,10485,10493
sixA,0.1,385,10485,10493
sixA,0.15,379,10349,10363
sixA,0.2,357,8639,8675
sixA,0.25,347,7175,7221
sixA,0.3,322,4877,4948
sixA,0.35,286,2440,2547
sixA,0.4,255,186,324
sixA,0.45,219,133,307
sixA,0.5,188,74,279
sixA,0.55,160,68,301
sixA,0.6,101,24,316
sixA,0.65,81,24,336
sixA,0.7,43,1,351
sixA,0.75,17,0,376
sixA,0.8,6,0,387
sixA,0.85,1,0,392
sixA,0.9,0,0,393
sixA,0.95,0,0,393
sixA,1.0,0,0,393
skiprnd,0.0,385,10485,10493
skiprnd,0.05,385,10485,10493
skiprnd,0.1,377,10347,10363
skiprnd,0.15,354,8622,8661
skiprnd,0.2,318,4845,4920
skiprnd,0.25,279,2410,2524
skiprnd,0.3,251,2378,2520
skiprnd,0.35,209,120,304
skiprnd,0.4,175,69,287
skiprnd,0.45,150,63,306
skiprnd,0.5,106,29,316
skiprnd,0.55,105,29,317
skiprnd,0.6,89,26,330
skiprnd,0.65,84,26,335
skiprnd,0.7,65,7,335
skiprnd,0.75,46,0,347
skiprnd,0.8,32,0,361
skiprnd,0.85,21,0,372
skiprnd,0.9,1,0,392
skiprnd,0.95,0,0,393
skiprnd,1.0,0,0,393
threeA,0.0,385,10485,10493
threeA,0.05,385,10485,10493
threeA,0.1,385,10485,10493
threeA,0.15,385,10485,10493
threeA,0.2,385,10485,10493
threeA,0.25,370,10107,10130
threeA,0.3,356,8640,8677
threeA,0.35,331,4886,4948
threeA,0.4,314,2482,2561
threeA,0.45,280,229,342
threeA,0.5,257,187,323
threeA,0.55,219,135,309
threeA,0.6,190,75,278
threeA,0.65,142,26,277
threeA,0.7,75,1,319
threeA,0.75,46,0,347
threeA,0.8,7,0,386
threeA,0.85,2,0,391
threeA,0.9,0,0,393
threeA,0.95,0,0,393
threeA,1.0,0,0,393
twoA,0.0,385,10485,10493
twoA,0.05,385,10485,10493
twoA,0.1,385,10485,10493
twoA,0.15,385,10485,10493
twoA,0.2,385,10485,10493
twoA,0.25,383,10480,10490
twoA,0.3,371,10106,10128
twoA,0.35,357,8638,8674
twoA,0.4,332,4883,4944
twoA,0.45,322,2487,2558
twoA,0.5,280,226,339
twoA,0.55,262,186,317
twoA,0.6,203,76,266
twoA,0.65,173,33,253
twoA,0.7,111,4,286
twoA,0.75,53,0,340
twoA,0.8,17,0,376
twoA,0.85,3,0,390
twoA,0.9,0,0,393
twoA,0.95,0,0,393
twoA,1.0,0,0,393
tworounds_newmixture275,0.0,385,10485,10493
tworounds_newmixture275,0.05,385,10485,10493
tworounds_newmixture275,0.1,385,10485,10493
tworounds_newmixture275,0.15,369,10099,10123
tworounds_newmixture275,0.2,349,8614,8658
tworounds_newmixture275,0.25,334,7134,7193
tworounds_newmixture275,0.3,298,4817,4912
tworounds_newmixture275,0.35,268,2397,2522
tworounds_newmixture275,0.4,247,2367,2513
tworounds_newmixture275,0.45,208,119,304
tworounds_newmixture275,0.5,187,71,277
tworounds_newmixture275,0.55,165,65,293
tworounds_newmixture275,0.6,141,38,290
tworounds_newmixture275,0.65,133,38,298
tworounds_newmixture275,0.7,132,37,298
tworounds_newmixture275,0.75,118,16,291
tworounds_newmixture275,0.8,113,16,296
tworounds_newmixture275,0.85,71,0,322
tworounds_newmixture275,0.9,27,0,366
tworounds_newmixture275,0.95,0,0,393
tworounds_newmixture275,1.0,0,0,393
vanilla_fix,0.0,385,10485,10493
vanilla_fix,0.05,385,10485,10493
vanilla_fix,0.1,376,10345,10362
vanilla_fix,0.15,352,8618,8659
vanilla_fix,0.2,312,4840,4921
vanilla_fix,0.25,273,2407,2527
vanilla_fix,0.3,248,2375,2520
vanilla_fix,0.35,211,124,306
vanilla_fix,0.4,177,73,289
vanilla_fix,0.45,153,68,308
vanilla_fix,0.5,112,32,313
vanilla_fix,0.55,110,32,315
vanilla_fix,0.6,95,30,328
vanilla_fix,0.65,88,30,335
vanilla_fix,0.7,67,9,335
vanilla_fix,0.75,48,1,346
vanilla_fix,0.8,34,0,359
vanilla_fix,0.85,21,0,372
vanilla_fix,0.9,1,0,392
vanilla_fix,0.95,0,0,393
vanilla_fix,1.0,0,0,393
w02,0.0,385,10485,10493
w02,0.05,385,10485,10493
w02,0.1,376,10346,10363
w02,0.15,351,8624,8666
w02,0.2,313,4844,4924
w02,0.25,275,2410,2528
w02,0.3,251,2375,2517
w02,0.35,210,124,307
w02,0.4,176,74,291
w02,0.45,148,69,314
w02,0.5,104,30,319
w02,0.55,98,30,325
w02,0.6,84,27,336
w02,0.65,79,27,341
w02,0.7,58,5,340
w02,0.75,44,0,349
w02,0.8,29,0,364
w02,0.85,8,0,385
w02,0.9,0,0,393
w02,0.95,0,0,393
w02,1.0,0,0,393
w05,0.0,385,10485,10493
w05,0.05,385,10485,10493
w05,0.1,376,10346,10363
w05,0.15,352,8624,8665
w05,0.2,313,4846,4926
w05,0.25,273,2413,2533
w05,0.3,249,2377,2521
w05,0.35,209,126,310
w05,0.4,177,75,291
w05,0.45,151,70,312
w05,0.5,105,29,317
w05,0.55,89,29,333
w05,0.6,78,26,341
w05,0.65,56,4,341
w05,0.7,50,4,347
w05,0.75,39,0,354
w05,0.8,17,0,376
w05,0.85,2,0,391
w05,0.9,0,0,393
w05,0.95,0,0,393
w05,1.0,0,0,393
w1,0.0,385,10485,10493
w1,0.05,385,10485,10493
w1,0.1,376,10345,10362
w1,0.15,352,8622,8663
w1,0.2,303,4837,4927
w1,0.25,271,2418,2540
w1,0.3,249,2382,2526
w1,0.35,200,131,324
w1,0.4,152,72,313
w1,0.45,99,28,322
w1,0.5,91,28,330
w1,0.55,70,26,349
w1,0.6,43,1,351
w1,0.65,38,1,356
w1,0.7,25,0,368
w1,0.75,10,0,383
w1,0.8,0,0,393
w1,0.85,0,0,393
w1,0.9,0,0,393
w1,0.95,0,0,393
w1,1.0,0,0,393
w2,0.0,385,10485,10493
w2,0.05,385,10485,10493
w2,0.1,363,9589,9619
w2,0.15,337,7153,7209
w2,0.2,274,2422,2541
w2,0.25,251,2385,2527
w2,0.3,209,131,315
w2,0.35,157,70,306
w2,0.4,100,27,320
w2,0.45,93,27,327
w2,0.5,59,25,359
w2,0.55,33,1,361
w2,0.6,12,0,381
w2,0.65,7,0,386
w2,0.7,0,0,393
w2,0.75,0,0,393
w2,0.8,0,0,393
w2,0.85,0,0,393
w2,0.9,0,0,393
w2,0.95,0,0,393
w2,1.0,0,0,393
w3,0.0,385,10485,10493
w3,0.05,385,10485,10493
w3,0.1,363,9590,9620
w3,0.15,317,4857,4933
w3,0.2,254,2386,2525
w3,0.25,212,133,314
w3,0.3,179,77,291
w3,0.35,149,72,316
w3,0.4,79,28,342
w3,0.45,53,26,366
w3,0.5,20,1,374
w3,0.55,7,0,386
w3,0.6,1,0,392
w3,0.65,0,0,393
w3,0.7,0,0,393
w3,0.75,0,0,393
w3,0.8,0,0,393
w3,0.85,0,0,393
w3,0.9,0,0,393
w3,0.95,0,0,393
w3,1.0,0,0,393
w5,0.0,385,10485,10493
w5,0.05,381,10457,10469
w5,0.1,317,4856,4932
w5,0.15,252,2385,2526
w5,0.2,177,80,296
w5,0.25,93,29,329
w5,0.3,75,29,347
w5,0.35,23,1,371
w5,0.4,3,0,390
w5,0.45,0,0,393
w5,0.5,0,0,393
w5,0.55,0,0,393
w5,0.6,0,0,393
w5,0.65,0,0,393
w5,0.7,0,0,393
w5,0.75,0,0,393
w5,0.8,0,0,393
w5,0.85,0,0,393
w5,0.9,0,0,393
w5,0.95,0,0,393
w5,1.0,0,0,393
w7,0.0,385,10485,10493
w7,0.05,354,8625,8664
w7,0.1,248,2384,2529
w7,0.15,146,75,322
w7,0.2,49,28,372
w7,0.25,1,0,392
w7,0.3,0,0,393
w7,0.35,0,0,393
w7,0.4,0,0,393
w7,0.45,0,0,393
w7,0.5,0,0,393
w7,0.55,0,0,393
w7,0.6,0,0,393
w7,0.65,0,0,393
w7,0.7,0,0,393
w7,0.75,0,0,393
w7,0.8,0,0,393
w7,0.85,0,0,393
w7,0.9,0,0,393
w7,0.95,0,0,393
w7,1.0,0,0,393
weighted1,0.0,385,10485,10493
weighted1,0.05,381,10457,10469
weighted1,0.1,339,7146,7200
weighted1,0.15,320,4847,4920
weighted1,0.2,271,2411,2533
weighted1,0.25,240,166,319
weighted1,0.3,204,125,314
weighted1,0.35,176,73,290
weighted1,0.4,143,68,318
weighted1,0.45,143,68,318
weighted1,0.5,102,30,321
weighted1,0.55,88,30,335
weighted1,0.6,77,30,346
weighted1,0.65,69,30,354
weighted1,0.7,57,8,344
weighted1,0.75,56,8,345
weighted1,0.8,27,0,366
weighted1,0.85,0,0,393
weighted1,0.9,0,0,393
weighted1,0.95,0,0,393
weighted1,1.0,0,0,393
weighted25,0.0,385,10485,10493
weighted25,0.05,376,10345,10362
weighted25,0.1,340,7150,7203
weighted25,0.15,295,2443,2541
weighted25,0.2,245,176,324
weighted25,0.25,212,133,314
weighted25,0.3,179,77,291
weighted25,0.35,152,73,314
weighted25,0.4,99,28,322
weighted25,0.45,81,28,340
weighted25,0.5,57,26,362
weighted25,0.55,43,26,376
weighted25,0.6,24,1,370
weighted25,0.65,13,0,380
weighted25,0.7,0,0,393
weighted25,0.75,0,0,393
weighted25,0.8,0,0,393
weighted25,0.85,0,0,393
weighted25,0.9,0,0,393
weighted25,0.95,0,0,393
weighted25,1.0,0,0,393
weighted5,0.0,385,10485,10493
weighted5,0.05,367,10099,10125
weighted5,0.1,310,2460,2543
weighted5,0.15,246,178,325
weighted5,0.2,200,134,327
weighted5,0.25,150,74,317
weighted5,0.3,86,28,335
weighted5,0.35,49,26,370
weighted5,0.4,17,1,377
weighted5,0.45,7,0,386
weighted5,0.5,0,0,393
weighted5,0.55,0,0,393
weighted5,0.6,0,0,393
weighted5,0.65,0,0,393
weighted5,0.7,0,0,393
weighted5,0.75,0,0,393
weighted5,0.8,0,0,393
weighted5,0.85,0,0,393
weighted5,0.9,0,0,393
weighted5,0.95,0,0,393
weighted5,1.0,0,0,393
weighted75,0.0,385,10485,10493
weighted75,0.05,342,7155,7206
weighted75,0.1,220,133,306
weighted75,0.15,91,28,330
weighted75,0.2,33,26,386
weighted75,0.25,1,0,392
weighted75,0.3,0,0,393
weighted75,0.35,0,0,393
weighted75,0.4,0,0,393
weighted75,0.45,0,0,393
weighted75,0.5,0,0,393
weighted75,0.55,0,0,393
weighted75,0.6,0,0,393
weighted75,0.65,0,0,393
weighted75,0.7,0,0,393
weighted75,0.75,0,0,393
weighted75,0.8,0,0,393
weighted75,0.85,0,0,393
weighted75,0.9,0,0,393
weighted75,0.95,0,0,393
weighted75,1.0,0,0,393
weighted9,0.0,385,10485,10493
weighted9,0.05,277,2422,2538
weighted9,0.1,33,27,387
weighted9,0.15,0,0,393
weighted9,0.2,0,0,393
weighted9,0.25,0,0,393
weighted9,0.3,0,0,393
weighted9,0.35,0,0,393
weighted9,0.4,0,0,393
weighted9,0.45,0,0,393
weighted9,0.5,0,0,393
weighted9,0.55,0,0,393
weighted9,0.6,0,0,393
weighted9,0.65,0,0,393
weighted9,0.7,0,0,393
weighted9,0.75,0,0,393
weighted9,0.8,0,0,393
weighted9,0.85,0,0,393
weighted9,0.9,0,0,393
weighted9,0.95,0,0,393
weighted9,1.0,0,0,393
zeroA,0.0,385,10485,10493
zeroA,0.05,385,10485,10493
zeroA,0.1,385,10485,10493
zeroA,0.15,385,10485,10493
zeroA,0.2,385,10485,10493
zeroA,0.25,385,10485,10493
zeroA,0.3,385,10485,10493
zeroA,0.35,385,10485,10493
zeroA,0.4,385,10485,10493
zeroA,0.45,385,10485,10493
zeroA,0.5,325,305,373
zeroA,0.55,325,305,373
zeroA,0.6,325,305,373
zeroA,0.65,325,305,373
zeroA,0.7,313,277,357
zeroA,0.75,288,237,342
zeroA,0.8,250,174,317
zeroA,0.85,188,115,320
zeroA,0.9,15,0,378
zeroA,0.95,0,0,393
zeroA,1.0,0,0,393
zeroinflatedprior,0.0,385,10485,10493
zeroinflatedprior,0.05,385,10485,10493
zeroinflatedprior,0.1,385,10485,10493
zeroinflatedprior,0.15,385,10485,10493
zeroinflatedprior,0.2,385,10485,10493
zeroinflatedprior,0.25,385,10485,10493
zeroinflatedprior,0.3,385,10485,10493
zeroinflatedprior,0.35,385,10485,10493
zeroinflatedprior,0.4,378,10349,10364
zeroinflatedprior,0.45,319,4864,4938
zeroinflatedprior,0.5,260,2396,2529
zeroinflatedprior,0.55,193,78,278
zeroinflatedprior,0.6,129,34,298
