method,p,a,b,cutoff,hit,fa,cost
zibb,p6,a3,b075,0.35,283,206,316
zibb,p6,a3,b075,0.4,246,160,307
zibb,p6,a3,b075,0.45,224,122,291
zibb,p6,a3,b075,0.5,192,74,275
zibb,p6,a3,b075,0.55,156,29,266
zibb,p6,a3,b075,0.6,125,5,273
zibb,p6,a3,b075,0.65,108,2,287
zibb,p6,a3,b075,0.7,88,0,305
zibb,p6,a3,b075,0.75,66,0,327
zibb,p6,a3,b075,0.8,38,0,355
zibb,p6,a3,b075,0.85,13,0,380
zibb,p6,a3,b075,0.9,0,0,393
zibb,p6,a3,b075,0.95,0,0,393
zibb,p6,a3,b075,1.0,0,0,393
zibb,p6,a3,b1,0.0,385,10485,10493
zibb,p6,a3,b1,0.05,385,10485,10493
zibb,p6,a3,b1,0.1,385,10485,10493
zibb,p6,a3,b1,0.15,385,10485,10493
zibb,p6,a3,b1,0.2,367,10095,10121
zibb,p6,a3,b1,0.25,348,8609,8654
zibb,p6,a3,b1,0.3,317,4831,4907
zibb,p6,a3,b1,0.35,299,2428,2522
zibb,p6,a3,b1,0.4,264,190,319
zibb,p6,a3,b1,0.45,241,162,314
zibb,p6,a3,b1,0.5,196,75,272
zibb,p6,a3,b1,0.55,192,74,275
zibb,p6,a3,b1,0.6,140,28,281
zibb,p6,a3,b1,0.65,122,6,277
zibb,p6,a3,b1,0.7,104,3,292
zibb,p6,a3,b1,0.75,80,0,313
zibb,p6,a3,b1,0.8,56,0,337
zibb,p6,a3,b1,0.85,29,0,364
zibb,p6,a3,b1,0.9,0,0,393
zibb,p6,a3,b1,0.95,0,0,393
zibb,p6,a3,b1,1.0,0,0,393
zibb,p6,a3,b2,0.0,385,10485,10493
zibb,p6,a3,b2,0.05,385,10485,10493
zibb,p6,a3,b2,0.1,385,10485,10493
zibb,p6,a3,b2,0.15,385,10485,10493
zibb,p6,a3,b2,0.2,385,10485,10493
zibb,p6,a3,b2,0.25,385,10485,10493
zibb,p6,a3,b2,0.3,382,10457,10468
zibb,p6,a3,b2,0.35,367,10105,10131
zibb,p6,a3,b2,0.4,351,8632,8674
zibb,p6,a3,b2,0.45,335,7158,7216
zibb,p6,a3,b2,0.5,291,2470,2572
zibb,p6,a3,b2,0.55,276,2438,2555
zibb,p6,a3,b2,0.6,249,157,301
zibb,p6,a3,b2,0.65,245,153,301
zibb,p6,a3,b2,0.7,242,133,284
zibb,p6,a3,b2,0.75,229,110,274
zibb,p6,a3,b2,0.8,197,48,244
zibb,p6,a3,b2,0.85,109,7,291
zibb,p6,a3,b2,0.9,6,0,387
zibb,p6,a3,b2,0.95,0,0,393
zibb,p6,a3,b2,1.0,0,0,393
zibb,p6,a3,b3,0.0,385,10485,10493
zibb,p6,a3,b3,0.05,385,10485,10493
zibb,p6,a3,b3,0.1,385,10485,10493
zibb,p6,a3,b3,0.15,385,10485,10493
zibb,p6,a3,b3,0.2,385,10485,10493
zibb,p6,a3,b3,0.25,385,10485,10493
zibb,p6,a3,b3,0.3,385,10485,10493
zibb,p6,a3,b3,0.35,385,10485,10493
zibb,p6,a3,b3,0.4,382,10457,10468
zibb,p6,a3,b3,0.45,374,10109,10128
zibb,p6,a3,b3,0.5,368,9604,9629
zibb,p6,a3,b3,0.55,368,9604,9629
zibb,p6,a3,b3,0.6,368,9604,9629
zibb,p6,a3,b3,0.65,368,9604,9629
zibb,p6,a3,b3,0.7,361,7413,7445
zibb,p6,a3,b3,0.75,361,7413,7445
zibb,p6,a3,b3,0.8,351,7372,7414
zibb,p6,a3,b3,0.85,264,2582,2711
zibb,p6,a3,b3,0.9,37,10,366
zibb,p6,a3,b3,0.95,0,0,393
zibb,p6,a3,b3,1.0,0,0,393
zibb,p7,a05,b075,0.0,385,10485,10493
zibb,p7,a05,b075,0.05,385,10485,10493
zibb,p7,a05,b075,0.1,385,10485,10493
zibb,p7,a05,b075,0.15,385,10485,10493
zibb,p7,a05,b075,0.2,383,10480,10490
zibb,p7,a05,b075,0.25,373,10107,10127
zibb,p7,a05,b075,0.3,369,9601,9625
zibb,p7,a05,b075,0.35,362,8645,8676
zibb,p7,a05,b075,0.4,352,7181,7222
zibb,p7,a05,b075,0.45,331,4904,4966
zibb,p7,a05,b075,0.5,324,4888,4957
zibb,p7,a05,b075,0.55,323,4888,4958
zibb,p7,a05,b075,0.6,323,4888,4958
zibb,p7,a05,b075,0.65,316,2683,2760
zibb,p7,a05,b075,0.7,316,2683,2760
zibb,p7,a05,b075,0.75,316,2683,2760
zibb,p7,a05,b075,0.8,316,2683,2760
zibb,p7,a05,b075,0.85,316,2683,2760
zibb,p7,a05,b075,0.9,316,2683,2760
zibb,p7,a05,b075,0.95,271,217,339
zibb,p7,a05,b075,1.0,0,0,393
zibb,p7,a05,b1,0.0,385,10485,10493
zibb,p7,a05,b1,0.05,385,10485,10493
zibb,p7,a05,b1,0.1,385,10485,10493
zibb,p7,a05,b1,0.15,385,10485,10493
zibb,p7,a05,b1,0.2,385,10485,10493
zibb,p7,a05,b1,0.25,383,10480,10490
zibb,p7,a05,b1,0.3,380,10350,10363
zibb,p7,a05,b1,0.35,369,9603,9627
zibb,p7,a05,b1,0.4,362,8648,8679
zibb,p7,a05,b1,0.45,351,7184,7226
zibb,p7,a05,b1,0.5,343,7175,7225
zibb,p7,a05,b1,0.55,343,7175,7225
zibb,p7,a05,b1,0.6,343,7175,7225
zibb,p7,a05,b1,0.65,343,7175,7225
zibb,p7,a05,b1,0.7,336,4990,5047
zibb,p7,a05,b1,0.75,336,4990,5047
zibb,p7,a05,b1,0.8,336,4990,5047
zibb,p7,a05,b1,0.85,336,4990,5047
zibb,p7,a05,b1,0.9,336,4990,5047
zibb,p7,a05,b1,0.95,326,4943,5010
zibb,p7,a05,b1,1.0,0,0,393
zibb,p7,a05,b2,0.0,385,10485,10493
zibb,p7,a05,b2,0.05,385,10485,10493
zibb,p7,a05,b2,0.1,385,10485,10493
zibb,p7,a05,b2,0.15,385,10485,10493
zibb,p7,a05,b2,0.2,385,10485,10493
zibb,p7,a05,b2,0.25,385,10485,10493
zibb,p7,a05,b2,0.3,385,10485,10493
zibb,p7,a05,b2,0.35,385,10485,10493
zibb,p7,a05,b2,0.4,383,10480,10490
zibb,p7,a05,b2,0.45,381,10351,10363
zibb,p7,a05,b2,0.5,381,10331,10343
zibb,p7,a05,b2,0.55,381,10331,10343
zibb,p7,a05,b2,0.6,381,10331,10343
zibb,p7,a05,b2,0.65,381,10331,10343
zibb,p7,a05,b2,0.7,381,10331,10343
zibb,p7,a05,b2,0.75,381,10331,10343
zibb,p7,a05,b2,0.8,381,10331,10343
zibb,p7,a05,b2,0.85,374,8140,8159
zibb,p7,a05,b2,0.9,374,8140,8159
zibb,p7,a05,b2,0.95,374,8140,8159
zibb,p7,a05,b2,1.0,0,0,393
zibb,p7,a05,b3,0.0,385,10485,10493
zibb,p7,a05,b3,0.05,385,10485,10493
zibb,p7,a05,b3,0.1,385,10485,10493
zibb,p7,a05,b3,0.15,385,10485,10493
zibb,p7,a05,b3,0.2,385,10485,10493
zibb,p7,a05,b3,0.25,385,10485,10493
zibb,p7,a05,b3,0.3,385,10485,10493
zibb,p7,a05,b3,0.35,385,10485,10493
zibb,p7,a05,b3,0.4,385,10485,10493
zibb,p7,a05,b3,0.45,385,10485,10493
zibb,p7,a05,b3,0.5,385,10485,10493
zibb,p7,a05,b3,0.55,385,10485,10493
zibb,p7,a05,b3,0.6,385,10485,10493
zibb,p7,a05,b3,0.65,385,10485,10493
zibb,p7,a05,b3,0.7,385,10485,10493
zibb,p7,a05,b3,0.75,385,10485,10493
zibb,p7,a05,b3,0.8,385,10485,10493
zibb,p7,a05,b3,0.85,385,10485,10493
zibb,p7,a05,b3,0.9,378,8293,8308
zibb,p7,a05,b3,0.95,378,8293,8308
zibb,p7,a05,b3,1.0,0,0,393
zibb,p7,a075,b075,0.0,385,10485,10493
zibb,p7,a075,b075,0.05,385,10485,10493
zibb,p7,a075,b075,0.1,385,10485,10493
zibb,p7,a075,b075,0.15,385,10485,10493
zibb,p7,a075,b075,0.2,383,10480,10490
zibb,p7,a075,b075,0.25,373,10107,10127
zibb,p7,a075,b075,0.3,369,9602,9626
zibb,p7,a075,b075,0.35,353,7182,7222
zibb,p7,a075,b075,0.4,336,4892,4949
zibb,p7,a075,b075,0.45,327,4884,4950
zibb,p7,a075,b075,0.5,320,4869,4942
zibb,p7,a075,b075,0.55,319,4864,4938
zibb,p7,a075,b075,0.6,312,2660,2741
zibb,p7,a075,b075,0.65,312,2660,2741
zibb,p7,a075,b075,0.7,312,2660,2741
zibb,p7,a075,b075,0.75,312,2660,2741
zibb,p7,a075,b075,0.8,312,2660,2741
zibb,p7,a075,b075,0.85,312,2660,2741
zibb,p7,a075,b075,0.9,302,2632,2723
zibb,p7,a075,b075,0.95,230,132,295
zibb,p7,a075,b075,1.0,0,0,393
zibb,p7,a075,b1,0.0,385,10485,10493
zibb,p7,a075,b1,0.05,385,10485,10493
zibb,p7,a075,b1,0.1,385,10485,10493
zibb,p7,a075,b1,0.15,385,10485,10493
zibb,p7,a075,b1,0.2,385,10485,10493
zibb,p7,a075,b1,0.25,383,10480,10490
zibb,p7,a075,b1,0.3,380,10350,10363
zibb,p7,a075,b1,0.35,369,9603,9627
zibb,p7,a075,b1,0.4,362,8648,8679
zibb,p7,a075,b1,0.45,351,7184,7226
zibb,p7,a075,b1,0.5,342,7175,7226
zibb,p7,a075,b1,0.55,342,7175,7226
zibb,p7,a075,b1,0.6,342,7175,7226
zibb,p7,a075,b1,0.65,342,7175,7226
zibb,p7,a075,b1,0.7,335,4990,5048
zibb,p7,a075,b1,0.75,335,4990,5048
zibb,p7,a075,b1,0.8,335,4990,5048
zibb,p7,a075,b1,0.85,335,4990,5048
zibb,p7,a075,b1,0.9,325,4943,5011
zibb,p7,a075,b1,0.95,238,153,308
zibb,p7,a075,b1,1.0,0,0,393
zibb,p7,a075,b2,0.0,385,10485,10493
zibb,p7,a075,b2,0.05,385,10485,10493
zibb,p7,a075,b2,0.1,385,10485,10493
zibb,p7,a075,b2,0.15,385,10485,10493
zibb,p7,a075,b2,0.2,385,10485,10493
zibb,p7,a075,b2,0.25,385,10485,10493
zibb,p7,a075,b2,0.3,385,10485,10493
zibb,p7,a075,b2,0.35,385,10485,10493
zibb,p7,a075,b2,0.4,383,10480,10490
zibb,p7,a075,b2,0.45,381,10351,10363
zibb,p7,a075,b2,0.5,374,10109,10128
zibb,p7,a075,b2,0.55,374,10109,10128
zibb,p7,a075,b2,0.6,374,10109,10128
zibb,p7,a075,b2,0.65,374,10109,10128
zibb,p7,a075,b2,0.7,374,10109,10128
zibb,p7,a075,b2,0.75,374,10109,10128
zibb,p7,a075,b2,0.8,367,7918,7944
zibb,p7,a075,b2,0.85,367,7918,7944
zibb,p7,a075,b2,0.9,367,7918,7944
zibb,p7,a075,b2,0.95,322,5438,5509
zibb,p7,a075,b2,1.0,0,0,393
zibb,p7,a075,b3,0.0,385,10485,10493
zibb,p7,a075,b3,0.05,385,10485,10493
zibb,p7,a075,b3,0.1,385,10485,10493
zibb,p7,a075,b3,0.15,385,10485,10493
zibb,p7,a075,b3,0.2,385,10485,10493
zibb,p7,a075,b3,0.25,385,10485,10493
zibb,p7,a075,b3,0.3,385,10485,10493
zibb,p7,a075,b3,0.35,385,10485,10493
zibb,p7,a075,b3,0.4,385,10485,10493
zibb,p7,a075,b3,0.45,385,10485,10493
zibb,p7,a075,b3,0.5,385,10485,10493
zibb,p7,a075,b3,0.55,385,10485,10493
zibb,p7,a075,b3,0.6,385,10485,10493
zibb,p7,a075,b3,0.65,385,10485,10493
zibb,p7,a075,b3,0.7,385,10485,10493
zibb,p7,a075,b3,0.75,385,10485,10493
zibb,p7,a075,b3,0.8,385,10485,10493
zibb,p7,a075,b3,0.85,385,10485,10493
zibb,p7,a075,b3,0.9,378,8293,8308
zibb,p7,a075,b3,0.95,368,8253,8278
zibb,p7,a075,b3,1.0,0,0,393
zibb,p7,a1,b0,0.0,313,261,341
zibb,p7,a1,b0,0.05,313,261,341
zibb,p7,a1,b0,0.1,313,261,341
zibb,p7,a1,b0,0.15,313,261,341
zibb,p7,a1,b0,0.2,313,261,341
zibb,p7,a1,b0,0.25,313,261,341
zibb,p7,a1,b0,0.3,303,255,345
zibb,p7,a1,b0,0.35,293,241,341
zibb,p7,a1,b0,0.4,254,176,315
zibb,p7,a1,b0,0.45,253,176,316
zibb,p7,a1,b0,0.5,224,131,300
zibb,p7,a1,b0,0.55,196,75,272
zibb,p7,a1,b0,0.6,185,74,282
zibb,p7,a1,b0,0.65,140,25,278
zibb,p7,a1,b0,0.7,113,23,303
zibb,p7,a1,b0,0.75,97,23,319
zibb,p7,a1,b0,0.8,52,1,342
zibb,p7,a1,b0,0.85,23,1,371
zibb,p7,a1,b0,0.9,7,0,386
zibb,p7,a1,b0,0.95,0,0,393
zibb,p7,a1,b0,1.0,0,0,393
zibb,p7,a1,b03,0.0,385,10485,10493
zibb,p7,a1,b03,0.05,385,10485,10493
zibb,p7,a1,b03,0.1,376,10343,10360
zibb,p7,a1,b03,0.15,342,8586,8637
zibb,p7,a1,b03,0.2,311,4785,4867
zibb,p7,a1,b03,0.25,303,2387,2477
zibb,p7,a1,b03,0.3,303,2387,2477
zibb,p7,a1,b03,0.35,296,179,276
zibb,p7,a1,b03,0.4,285,170,278
zibb,p7,a1,b03,0.45,277,156,272
zibb,p7,a1,b03,0.5,260,145,278
zibb,p7,a1,b03,0.55,253,127,267
zibb,p7,a1,b03,0.6,248,109,254
zibb,p7,a1,b03,0.65,248,109,254
zibb,p7,a1,b03,0.7,245,106,254
zibb,p7,a1,b03,0.75,245,106,254
zibb,p7,a1,b03,0.8,245,106,254
zibb,p7,a1,b03,0.85,235,82,240
zibb,p7,a1,b03,0.9,209,44,228
zibb,p7,a1,b03,0.95,80,1,314
zibb,p7,a1,b03,1.0,0,0,393
zibb,p7,a1,b075,0.0,385,10485,10493
zibb,p7,a1,b075,0.05,385,10485,10493
zibb,p7,a1,b075,0.1,385,10485,10493
zibb,p7,a1,b075,0.15,385,10485,10493
zibb,p7,a1,b075,0.2,382,10457,10468
zibb,p7,a1,b075,0.25,372,10105,10126
zibb,p7,a1,b075,0.3,361,8643,8675
zibb,p7,a1,b075,0.35,352,7180,7221
zibb,p7,a1,b075,0.4,335,4891,4949
zibb,p7,a1,b075,0.45,327,4884,4950
zibb,p7,a1,b075,0.5,316,4483,4560
zibb,p7,a1,b075,0.55,314,4483,4562
zibb,p7,a1,b075,0.6,307,2279,2365
zibb,p7,a1,b075,0.65,307,2279,2365
zibb,p7,a1,b075,0.7,307,2279,2365
zibb,p7,a1,b075,0.75,307,2279,2365
zibb,p7,a1,b075,0.8,307,2279,2365
zibb,p7,a1,b075,0.85,307,2279,2365
zibb,p7,a1,b075,0.9,297,2251,2347
zibb,p7,a1,b075,0.95,164,66,295
zibb,p7,a1,b075,1.0,0,0,393
zibb,p7,a1,b1,0.0,385,10485,10493
zibb,p7,a1,b1,0.05,385,10485,10493
zibb,p7,a1,b1,0.1,385,10485,10493
zibb,p7,a1,b1,0.15,385,10485,10493
zibb,p7,a1,b1,0.2,385,10485,10493
zibb,p7,a1,b1,0.25,382,10457,10468
zibb,p7,a1,b1,0.3,373,10108,10128
zibb,p7,a1,b1,0.35,369,9603,9627
zibb,p7,a1,b1,0.4,352,7183,7224
zibb,p7,a1,b1,0.45,351,7183,7225
zibb,p7,a1,b1,0.5,338,7074,7129
zibb,p7,a1,b1,0.55,338,7074,7129
zibb,p7,a1,b1,0.6,338,7074,7129
zibb,p7,a1,b1,0.65,331,4889,4951
zibb,p7,a1,b1,0.7,331,4889,4951
zibb,p7,a1,b1,0.75,331,4889,4951
zibb,p7,a1,b1,0.8,331,4889,4951
zibb,p7,a1,b1,0.85,331,4889,4951
zibb,p7,a1,b1,0.9,321,4842,4914
zibb,p7,a1,b1,0.95,173,93,313
zibb,p7,a1,b1,1.0,0,0,393
zibb,p7,a1,b2,0.0,385,10485,10493
zibb,p7,a1,b2,0.05,385,10485,10493
zibb,p7,a1,b2,0.1,385,10485,10493
zibb,p7,a1,b2,0.15,385,10485,10493
zibb,p7,a1,b2,0.2,385,10485,10493
zibb,p7,a1,b2,0.25,385,10485,10493
zibb,p7,a1,b2,0.3,385,10485,10493
zibb,p7,a1,b2,0.35,385,10485,10493
zibb,p7,a1,b2,0.4,382,10457,10468
zibb,p7,a1,b2,0.45,381,10351,10363
zibb,p7,a1,b2,0.5,374,10109,10128
zibb,p7,a1,b2,0.55,374,10109,10128
zibb,p7,a1,b2,0.6,374,10109,10128
zibb,p7,a1,b2,0.65,374,10109,10128
zibb,p7,a1,b2,0.7,374,10109,10128
zibb,p7,a1,b2,0.75,374,10109,10128
zibb,p7,a1,b2,0.8,367,7918,7944
zibb,p7,a1,b2,0.85,367,7918,7944
zibb,p7,a1,b2,0.9,367,7918,7944
zibb,p7,a1,b2,0.95,270,3087,3210
zibb,p7,a1,b2,1.0,0,0,393
zibb,p7,a1,b3,0.0,385,10485,10493
zibb,p7,a1,b3,0.05,385,10485,10493
zibb,p7,a1,b3,0.1,385,10485,10493
zibb,p7,a1,b3,0.15,385,10485,10493
zibb,p7,a1,b3,0.2,385,10485,10493
zibb,p7,a1,b3,0.25,385,10485,10493
zibb,p7,a1,b3,0.3,385,10485,10493
zibb,p7,a1,b3,0.35,385,10485,10493
zibb,p7,a1,b3,0.4,385,10485,10493
zibb,p7,a1,b3,0.45,385,10485,10493
zibb,p7,a1,b3,0.5,384,10480,10489
zibb,p7,a1,b3,0.55,384,10480,10489
zibb,p7,a1,b3,0.6,384,10480,10489
zibb,p7,a1,b3,0.65,384,10480,10489
zibb,p7,a1,b3,0.7,384,10480,10489
zibb,p7,a1,b3,0.75,384,10480,10489
zibb,p7,a1,b3,0.8,384,10480,10489
zibb,p7,a1,b3,0.85,377,8288,8304
zibb,p7,a1,b3,0.9,377,8288,8304
zibb,p7,a1,b3,0.95,332,5809,5870
zibb,p7,a1,b3,1.0,0,0,393
zibb,p7,a2,b075,0.0,385,10485,10493
zibb,p7,a2,b075,0.05,385,10485,10493
zibb,p7,a2,b075,0.1,385,10485,10493
zibb,p7,a2,b075,0.15,385,10485,10493
zibb,p7,a2,b075,0.2,380,10345,10358
zibb,p7,a2,b075,0.25,358,9582,9617
zibb,p7,a2,b075,0.3,338,7133,7188
zibb,p7,a2,b075,0.35,322,4837,4908
zibb,p7,a2,b075,0.4,304,2437,2526
zibb,p7,a2,b075,0.45,298,2428,2523
zibb,p7,a2,b075,0.5,269,174,298
zibb,p7,a2,b075,0.55,258,142,277
zibb,p7,a2,b075,0.6,254,115,254
zibb,p7,a2,b075,0.65,253,115,255
zibb,p7,a2,b075,0.7,251,105,247
zibb,p7,a2,b075,0.75,241,84,236
zibb,p7,a2,b075,0.8,241,83,235
zibb,p7,a2,b075,0.85,215,51,229
zibb,p7,a2,b075,0.9,126,8,275
zibb,p7,a2,b075,0.95,0,0,393
zibb,p7,a2,b075,1.0,0,0,393
zibb,p7,a2,b1,0.0,385,10485,10493
zibb,p7,a2,b1,0.05,385,10485,10493
zibb,p7,a2,b1,0.1,385,10485,10493
zibb,p7,a2,b1,0.15,385,10485,10493
zibb,p7,a2,b1,0.2,385,10485,10493
zibb,p7,a2,b1,0.25,378,10348,10363
zibb,p7,a2,b1,0.3,361,9595,9627
zibb,p7,a2,b1,0.35,352,8631,8672
zibb,p7,a2,b1,0.4,327,4873,4939
zibb,p7,a2,b1,0.45,320,4866,4939
zibb,p7,a2,b1,0.5,300,2451,2544
zibb,p7,a2,b1,0.55,280,216,329
zibb,p7,a2,b1,0.6,277,199,315
zibb,p7,a2,b1,0.65,277,194,310
zibb,p7,a2,b1,0.7,277,193,309
zibb,p7,a2,b1,0.75,277,193,309
zibb,p7,a2,b1,0.8,267,172,298
zibb,p7,a2,b1,0.85,239,110,264
zibb,p7,a2,b1,0.9,141,20,272
zibb,p7,a2,b1,0.95,0,0,393
zibb,p7,a2,b1,1.0,0,0,393
zibb,p7,a2,b2,0.0,385,10485,10493
zibb,p7,a2,b2,0.05,385,10485,10493
zibb,p7,a2,b2,0.1,385,10485,10493
zibb,p7,a2,b2,0.15,385,10485,10493
zibb,p7,a2,b2,0.2,385,10485,10493
zibb,p7,a2,b2,0.25,385,10485,10493
zibb,p7,a2,b2,0.3,385,10485,10493
zibb,p7,a2,b2,0.35,385,10485,10493
zibb,p7,a2,b2,0.4,380,10351,10364
zibb,p7,a2,b2,0.45,373,10109,10129
zibb,p7,a2,b2,0.5,368,9604,9629
zibb,p7,a2,b2,0.55,368,9604,9629
zibb,p7,a2,b2,0.6,368,9604,9629
zibb,p7,a2,b2,0.65,368,9604,9629
zibb,p7,a2,b2,0.7,361,7413,7445
zibb,p7,a2,b2,0.75,361,7413,7445
zibb,p7,a2,b2,0.8,361,7413,7445
zibb,p7,a2,b2,0.85,351,7372,7414
zibb,p7,a2,b2,0.9,264,2582,2711
zibb,p7,a2,b2,0.95,2,0,391
zibb,p7,a2,b2,1.0,0,0,393
zibb,p7,a2,b3,0.0,385,10485,10493
zibb,p7,a2,b3,0.05,385,10485,10493
zibb,p7,a2,b3,0.1,385,10485,10493
zibb,p7,a2,b3,0.15,385,10485,10493
zibb,p7,a2,b3,0.2,385,10485,10493
zibb,p7,a2,b3,0.25,385,10485,10493
zibb,p7,a2,b3,0.3,385,10485,10493
zibb,p7,a2,b3,0.35,385,10485,10493
zibb,p7,a2,b3,0.4,385,10485,10493
zibb,p7,a2,b3,0.45,385,10485,10493
zibb,p7,a2,b3,0.5,382,10457,10468
zibb,p7,a2,b3,0.55,382,10457,10468
zibb,p7,a2,b3,0.6,382,10457,10468
zibb,p7,a2,b3,0.65,382,10457,10468
zibb,p7,a2,b3,0.7,382,10457,10468
zibb,p7,a2,b3,0.75,382,10457,10468
zibb,p7,a2,b3,0.8,375,8265,8283
zibb,p7,a2,b3,0.85,375,8265,8283
zibb,p7,a2,b3,0.9,330,5786,5849
zibb,p7,a2,b3,0.95,15,0,378
zibb,p7,a2,b3,1.0,0,0,393
zibb,p7,a3,b075,0.0,385,10485,10493
zibb,p7,a3,b075,0.05,385,10485,10493
zibb,p7,a3,b075,0.1,385,10485,10493
zibb,p7,a3,b075,0.15,385,10485,10493
zibb,p7,a3,b075,0.2,368,10093,10118
zibb,p7,a3,b075,0.25,346,8602,8649
zibb,p7,a3,b075,0.3,316,4823,4900
zibb,p7,a3,b075,0.35,302,2421,2512
zibb,p7,a3,b075,0.4,278,201,316
zibb,p7,a3,b075,0.45,268,185,310
zibb,p7,a3,b075,0.5,232,122,283
zibb,p7,a3,b075,0.55,209,77,261
zibb,p7,a3,b075,0.6,196,44,241
zibb,p7,a3,b075,0.65,178,38,253
zibb,p7,a3,b075,0.7,159,13,247
zibb,p7,a3,b075,0.75,154,12,251
zibb,p7,a3,b075,0.8,124,6,275
zibb,p7,a3,b075,0.85,74,1,320
zibb,p7,a3,b075,0.9,15,0,378
zibb,p7,a3,b075,0.95,0,0,393
zibb,p7,a3,b075,1.0,0,0,393
zibb,p7,a3,b1,0.0,385,10485,10493
zibb,p7,a3,b1,0.05,385,10485,10493
zibb,p7,a3,b1,0.1,385,10485,10493
zibb,p7,a3,b1,0.15,385,10485,10493
zibb,p7,a3,b1,0.2,385,10485,10493
zibb,p7,a3,b1,0.25,366,10097,10124
zibb,p7,a3,b1,0.3,346,8610,8657
zibb,p7,a3,b1,0.35,332,7136,7197
zibb,p7,a3,b1,0.4,298,2433,2528
zibb,p7,a3,b1,0.45,290,2423,2526
zibb,p7,a3,b1,0.5,253,167,307
zibb,p7,a3,b1,0.55,239,125,279
zibb,p7,a3,b1,0.6,220,82,255
zibb,p7,a3,b1,0.65,203,51,241
zibb,p7,a3,b1,0.7,185,28,236
zibb,p7,a3,b1,0.75,177,26,242
zibb,p7,a3,b1,0.8,151,13,255
zibb,p7,a3,b1,0.85,91,4,306
zibb,p7,a3,b1,0.9,19,0,374
zibb,p7,a3,b1,0.95,0,0,393
zibb,p7,a3,b1,1.0,0,0,393
zibb,p7,a3,b2,0.0,385,10485,10493
zibb,p7,a3,b2,0.05,385,10485,10493
zibb,p7,a3,b2,0.1,385,10485,10493
zibb,p7,a3,b2,0.15,385,10485,10493
zibb,p7,a3,b2,0.2,385,10485,10493
zibb,p7,a3,b2,0.25,385,10485,10493
zibb,p7,a3,b2,0.3,385,10485,10493
zibb,p7,a3,b2,0.35,383,10480,10490
zibb,p7,a3,b2,0.4,374,10109,10128
zibb,p7,a3,b2,0.45,370,9604,9627
zibb,p7,a3,b2,0.5,361,8648,8680
zibb,p7,a3,b2,0.55,361,8648,8680
zibb,p7,a3,b2,0.6,361,8648,8680
zibb,p7,a3,b2,0.65,354,6466,6505
zibb,p7,a3,b2,0.7,354,6466,6505
zibb,p7,a3,b2,0.75,354,6466,6505
zibb,p7,a3,b2,0.8,344,6416,6465
zibb,p7,a3,b2,0.85,257,1626,1762
zibb,p7,a3,b2,0.9,72,27,348
zibb,p7,a3,b2,0.95,0,0,393
zibb,p7,a3,b2,1.0,0,0,393
zibb,p7,a3,b3,0.0,385,10485,10493
zibb,p7,a3,b3,0.05,385,10485,10493
zibb,p7,a3,b3,0.1,385,10485,10493
zibb,p7,a3,b3,0.15,385,10485,10493
zibb,p7,a3,b3,0.2,385,10485,10493
zibb,p7,a3,b3,0.25,385,10485,10493
zibb,p7,a3,b3,0.3,385,10485,10493
zibb,p7,a3,b3,0.35,385,10485,10493
zibb,p7,a3,b3,0.4,385,10485,10493
zibb,p7,a3,b3,0.45,383,10480,10490
zibb,p7,a3,b3,0.5,381,10358,10370
zibb,p7,a3,b3,0.55,381,10358,10370
zibb,p7,a3,b3,0.6,381,10358,10370
zibb,p7,a3,b3,0.65,381,10358,10370
zibb,p7,a3,b3,0.7,381,10358,10370
zibb,p7,a3,b3,0.75,374,8166,8185
zibb,p7,a3,b3,0.8,374,8166,8185
zibb,p7,a3,b3,0.85,329,5687,5751
zibb,p7,a3,b3,0.9,135,810,1068
zibb,p7,a3,b3,0.95,0,0,393
zibb,p7,a3,b3,1.0,0,0,393
zibb,p7,a4,b1,0.0,385,10485,10493
zibb,p7,a4,b1,0.05,385,10485,10493
zibb,p7,a4,b1,0.1,385,10485,10493
zibb,p7,a4,b1,0.15,385,10485,10493
zibb,p7,a4,b1,0.2,382,10480,10491
zibb,p7,a4,b1,0.25,360,9580,9613
zibb,p7,a4,b1,0.3,336,7132,7189
zibb,p7,a4,b1,0.35,317,4834,4910
zibb,p7,a4,b1,0.4,279,211,325
zibb,p7,a4,b1,0.45,267,192,318
zibb,p7,a4,b1,0.5,230,123,286
zibb,p7,a4,b1,0.55,204,74,263
zibb,p7,a4,b1,0.6,171,29,251
zibb,p7,a4,b1,0.65,144,6,255
zibb,p7,a4,b1,0.7,125,3,271
zibb,p7,a4,b1,0.75,96,1,298
zibb,p7,a4,b1,0.8,71,0,322
zibb,p7,a4,b1,0.85,36,0,357
zibb,p7,a4,b1,0.9,0,0,393
zibb,p7,a4,b1,0.95,0,0,393
zibb,p7,a4,b1,1.0,0,0,393
zibb,p7,a5,b1,0.0,385,10485,10493
zibb,p7,a5,b1,0.05,385,10485,10493
zibb,p7,a5,b1,0.1,385,10485,10493
zibb,p7,a5,b1,0.15,385,10485,10493
zibb,p7,a5,b1,0.2,381,10457,10469
zibb,p7,a5,b1,0.25,348,8611,8656
zibb,p7,a5,b1,0.3,319,4837,4911
zibb,p7,a5,b1,0.35,307,2440,2526
zibb,p7,a5,b1,0.4,268,199,324
zibb,p7,a5,b1,0.45,247,168,314
zibb,p7,a5,b1,0.5,198,76,271
zibb,p7,a5,b1,0.55,175,34,252
