id,listnum,category,item,rt,RTstart,shortlist
S101,2,animals,pig,3094,23295,0
S101,2,animals,hamster,2727,26022,0
S101,2,animals,gerbil,3920,29942,0
S101,2,animals,parrot,1145,31087,0
S101,2,animals,parakeet,1895,32982,0
S101,2,animals,snake,2969,35951,0
S101,2,animals,snail,1336,37287,0
S101,2,animals,alligator,6775,44062,0
S101,2,animals,crocodile,2688,46750,0
S101,2,animals,guineapig,8408,55158,0
S101,2,animals,rhinoceros,6224,61382,0
S101,2,animals,elephant,7055,68437,0
S101,2,animals,panda,7088,75525,0
S101,2,animals,bear,1135,76660,0
S101,2,animals,lion,2042,78702,0
S101,2,animals,tiger,1423,80125,0
S101,2,animals,raccoon,7409,87534,0
S101,2,animals,ferret,3151,90685,0
S101,2,animals,possum,5177,95862,0
S101,2,animals,duck,4137,99999,0
S101,2,animals,kangaroo,12182,112181,0
S101,2,animals,eel,7968,120149,0
S101,2,animals,whale,1536,121685,0
S101,2,animals,shark,1022,122707,0
S101,2,animals,mice,5802,128509,0
S101,2,animals,rat,1351,129860,0
S101,2,animals,zebra,17215,147075,0
S101,2,animals,chicken,5136,152211,0
S101,2,animals,goose,1113,153324,0
S101,2,animals,swan,1432,154756,0
S101,2,animals,peacock,1976,156732,0
S101,2,animals,tarantula,8391,165123,0
S101,2,animals,rattlesnake,3705,168828,0
S101,2,animals,cobra,1184,170012,0
S101,2,animals,python,4944,174956,0
S101,2,animals,iguana,2230,177186,0
S101,3,foods,apple,3101,3101,0
S101,3,foods,pear,760,3861,0
S101,3,foods,lemon,1591,5452,0
S101,3,foods,lime,895,6347,0
S101,3,foods,watermelon,3098,9445,0
S101,3,foods,strawberry,2119,11564,0
S101,3,foods,blueberry,3848,15412,0
S101,3,foods,raspberry,1720,17132,0
S101,3,foods,jackfruit,3656,20788,0
S101,3,foods,honeydew,5136,25924,0
S101,3,foods,lettuce,2768,28692,0
S101,3,foods,corn,807,29499,0
S101,3,foods,carrots,1368,30867,0
S101,3,foods,cucumber,3008,33875,0
S101,3,foods,potato,1735,35610,0
S101,3,foods,onion,2266,37876,0
S101,3,foods,garlic,1536,39412,0
S101,3,foods,tomato,1030,40442,0
S101,3,foods,rice,7433,47875,0
S101,3,foods,pasta,1417,49292,0
S101,3,foods,bread,6304,55596,0
S101,3,foods,crackers,1584,57180,0
S101,3,foods,chicken,1727,58907,0
S101,3,foods,ham,1777,60684,0
S101,3,foods,steak,2072,62756,0
S101,3,foods,hamburger,4583,67339,0
S101,3,foods,pork,3600,70939,0
S101,3,foods,fish,1264,72203,0
S101,3,foods,froglegs,3400,75603,0
S101,3,foods,bacon,3240,78843,0
S101,3,foods,eggs,976,79819,0
S101,3,foods,hashbrowns,2128,81947,0
S101,3,foods,pancakes,6608,88555,0
S101,3,foods,pizza,5159,93714,0
S101,3,foods,cheese,8315,102029,0
S101,3,foods,cake,1212,103241,0
S101,3,foods,pie,833,104074,0
S101,3,foods,eclair,1952,106026,0
S101,3,foods,doughnuts,4352,110378,0
S101,3,foods,pastries,1456,111834,0
S101,3,foods,hummus,9183,121017,0
S101,3,foods,chickpea,5417,126434,0
S101,3,foods,spinach,2184,128618,0
S101,3,foods,broccoli,3696,132314,0
S101,3,foods,cauliflower,4142,136456,0
S101,3,foods,peach,10338,146794,0
S101,3,foods,orange,2438,149232,0
S101,3,foods,sushi,7889,157121,0
S101,4,tools,pliers,3431,3431,0
S101,4,tools,nails,1063,4494,0
S101,4,tools,hammer,2112,6606,0
S101,4,tools,saw,3313,9919,0
S101,4,tools,sawhorse,2056,11975,0
S101,4,tools,jack,3303,15278,0
S101,4,tools,jackhammer,1848,17126,0
S101,4,tools,wrench,8246,25372,0
S101,4,tools,ratchet,1330,26702,0
S101,4,tools,socket,3128,29830,0
S101,4,tools,screw,3344,33174,0
S101,4,tools,bolt,3687,36861,0
S101,4,tools,wire,5824,42685,0
S101,4,tools,wirecutters,6023,48708,0
S101,4,tools,drill,4752,53460,0
S101,4,tools,ladder,7193,60653,0
S101,5,animals,cat,2658,2658,0
S101,5,animals,dog,2057,4715,0
S101,5,animals,hamster,2607,7322,0
S101,5,animals,gerbil,2750,10072,0
S101,5,animals,ferret,1520,11592,0
S101,5,animals,snake,2058,13650,0
S101,5,animals,rattlesnake,4912,18562,0
S101,5,animals,cobra,1639,20201,0
S101,5,animals,python,2176,22377,0
S101,5,animals,mouse,1713,24090,0
S101,5,animals,rat,1104,25194,0
S101,5,animals,buffallo,9039,34233,0
S101,5,animals,bull,2856,37089,0
S101,5,animals,deer,1881,38970,0
S101,5,animals,cow,1136,40106,0
S101,5,animals,chicken,1438,41544,0
S101,5,animals,pig,897,42441,0
S101,5,animals,seahorse,7031,49472,0
S101,5,animals,whale,993,50465,0
S101,5,animals,shark,896,51361,0
S101,5,animals,alligator,4936,56297,0
S101,5,animals,crocodile,5359,61656,0
S101,5,animals,cheetah,1393,63049,0
S101,5,animals,panther,1295,64344,0
S101,5,animals,lion,961,65305,0
S101,5,animals,tiger,1663,66968,0
S101,5,animals,bear,755,67723,0
S101,5,animals,panda,1260,68983,0
S101,5,animals,kangaroo,3592,72575,0
S101,5,animals,parrot,2481,75056,0
S101,5,animals,owl,759,75815,0
S101,5,animals,zebra,1425,77240,0
S101,5,animals,rhinoceros,2928,80168,0
S101,5,animals,giraffe,2697,82865,0
S101,5,animals,penguin,4118,86983,0
S101,5,animals,possum,7160,94143,0
S101,5,animals,raccoon,2200,96343,0
S101,5,animals,turtle,9031,105374,0
S101,5,animals,eel,6026,111400,0
S101,5,animals,worm,12055,123455,0
S101,5,animals,dove,4391,127846,0
S101,5,animals,pigeon,2401,130247,0
S101,5,animals,ardvark,7025,137272,0
S101,5,animals,llama,2968,140240,0
S101,5,animals,emu,2984,143224,0
S101,5,animals,ostrich,4813,148037,0
S101,5,animals,koala,2770,150807,0
S101,6,foods,lime,4376,4376,0
S101,6,foods,lemon,961,5337,0
S101,6,foods,apple,1231,6568,0
S101,6,foods,orange,1984,8552,0
S101,6,foods,pear,863,9415,0
S101,6,foods,peach,1560,10975,0
S101,6,foods,tangerine,4450,15425,0
S101,6,foods,clementine,2415,17840,0
S101,6,foods,raspberry,3993,21833,0
S101,6,foods,blueberry,2319,24152,0
S101,6,foods,strawberry,6544,30696,0
S101,6,foods,lettuce,4528,35224,0
S101,6,foods,radish,1617,36841,0
S101,6,foods,onion,1934,38775,0
S101,6,foods,garlic,1217,39992,0
S101,6,foods,tomato,927,40919,0
S101,6,foods,corn,1017,41936,0
S101,6,foods,potato,1391,43327,0
S101,6,foods,pasta,1320,44647,0
S101,6,foods,rice,1023,45670,0
S101,6,foods,chicken,3720,49390,0
S101,6,foods,ham,593,49983,0
S101,6,foods,pork,1239,51222,0
S101,6,foods,beef,1808,53030,0
S101,6,foods,steak,1345,54375,0
S101,6,foods,sushi,1727,56102,0
S101,6,foods,egg,2618,58720,0
S101,6,foods,bacon,4712,63432,0
S101,6,foods,hashbrowns,2343,65775,0
S101,6,foods,bread,2520,68295,0
S101,6,foods,pancakes,3055,71350,0
S101,6,foods,broccoli,8105,79455,0
S101,6,foods,cauliflower,2863,82318,0
S101,6,foods,honeydew,3841,86159,0
S101,6,foods,starfruit,2584,88743,0
S101,6,foods,jackfruit,2720,91463,0
S101,6,foods,shark,26375,117838,0
S101,6,foods,dolphin,1848,119686,0
S101,6,foods,escargot,3216,122902,0
S101,6,foods,souffle,5728,128630,0
S101,6,foods,pie,856,129486,0
S101,6,foods,cake,840,130326,0
S101,6,foods,pastries,1800,132126,0
S101,6,foods,eclair,1928,134054,0
S101,6,foods,doughnut,1744,135798,0
S101,6,foods,peanuts,12655,148453,0
S101,6,foods,almonds,1657,150110,0
S101,6,foods,macadamianuts,4022,154132,0
S101,6,foods,pecans,5752,159884,0
S101,6,foods,walnuts,3872,163756,0
S101,6,foods,hummus,6703,170459,0
S101,7,tools,hammer,4391,4391,0
S101,7,tools,nails,1776,6167,0
S101,7,tools,pliers,1328,7495,0
S101,7,tools,wrench,1354,8849,0
S101,7,tools,ratchet,5118,13967,0
S101,7,tools,socket,1416,15383,0
S101,7,tools,nut,1386,16769,0
S101,7,tools,bolt,1191,17960,0
S101,7,tools,saw,1913,19873,0
S101,7,tools,sawhorse,2032,21905,0
S101,7,tools,ladder,1624,23529,0
S101,7,tools,jackhammer,2182,25711,0
S101,7,tools,drill,32848,58559,0
S101,7,tools,hook,20752,79311,0
S101,7,tools,anchor,1383,80694,0
S101,7,tools,hinge,8824,89518,0
S101,7,tools,sander,38944,128462,0
S101,7,tools,chainsaw,11551,140013,0
S101,8,animals,cat,3962,3962,0
S101,8,animals,dog,1071,5033,0
S101,8,animals,mouse,1647,6680,0
S101,8,animals,rat,1514,8194,0
S101,8,animals,hamster,1694,9888,0
S101,8,animals,gerbil,2282,12170,0
S101,8,animals,ferret,1783,13953,0
S101,8,animals,turtle,2408,16361,0
S101,8,animals,raccoon,3121,19482,0
S101,8,animals,possum,2086,21568,0
S101,8,animals,giraffe,2825,24393,0
S101,8,animals,rhinoceros,3352,27745,0
S101,8,animals,zebra,4480,32225,0
S101,8,animals,kangaroo,3168,35393,0
S101,8,animals,koala,3232,38625,0
S101,8,animals,panda,1440,40065,0
S101,8,animals,lion,1840,41905,0
S101,8,animals,tiger,1400,43305,0
S101,8,animals,bear,1361,44666,0
S101,8,animals,cheetah,3559,48225,0
S101,8,animals,panther,1736,49961,0
S101,8,animals,cobra,3607,53568,0
S101,8,animals,python,1513,55081,0
S101,8,animals,rattlesnake,2575,57656,0
S101,8,animals,alligator,4120,61776,0
S101,8,animals,crocodile,2711,64487,0
S101,8,animals,snail,969,65456,0
S101,8,animals,butterfly,3799,69255,0
S101,8,animals,tarantula,2137,71392,0
S101,8,animals,pigeon,1280,72672,0
S101,8,animals,dove,1110,73782,0
S101,8,animals,parrot,4306,78088,0
S101,8,animals,peacock,2792,80880,0
S101,8,animals,frog,10599,91479,0
S101,8,animals,toad,1577,93056,0
S101,8,animals,chicken,9528,102584,0
S101,8,animals,swan,1232,103816,0
S101,8,animals,bull,1984,105800,0
S101,8,animals,buffallo,3710,109510,0
S101,8,animals,deer,1673,111183,0
S101,8,animals,elk,5432,116615,0
S101,8,animals,moose,12288,128903,0
S101,8,animals,emu,6880,135783,0
S101,8,animals,ardvark,7855,143638,0
S101,8,animals,manatee,5224,148862,0
S101,8,animals,seal,3351,152213,0
S101,8,animals,penguin,1449,153662,0
S101,8,animals,seahorse,3911,157573,0
S101,8,animals,jellyfish,3921,161494,0
S101,8,animals,stingray,1464,162958,0
S101,8,animals,whale,1752,164710,0
S101,8,animals,shark,886,165596,0
S101,8,animals,dolphin,6778,172374,0
S102,0,tools,hammer,3110,3110,0
S102,0,tools,saw,1328,4438,0
S102,0,tools,wrench,4807,9245,0
S102,0,tools,drill,1833,11078,0
S102,0,tools,chisel,12783,23861,0
S102,0,tools,brush,1464,25325,0
S102,1,foods,apple,2794,2794,0
S102,1,foods,banana,928,3722,0
S102,1,foods,pear,897,4619,0
S102,1,foods,cabbage,1111,5730,0
S102,1,foods,lettuce,1424,7154,0
S102,1,foods,orange,872,8026,0
S102,1,foods,grape,880,8906,0
S102,1,foods,raspberry,1384,10290,0
S102,1,foods,strawberry,1568,11858,0
S102,1,foods,cherry,968,12826,0
S102,1,foods,hamburger,1408,14234,0
S102,1,foods,pork,688,14922,0
S102,1,foods,beans,792,15714,0
S102,1,foods,bacon,848,16562,0
S102,1,foods,sausage,1736,18298,0
S102,1,foods,chicken,1401,19699,0
S102,1,foods,cod,1711,21410,0
S102,1,foods,tilapia,2223,23633,0
S102,1,foods,tunafish,2024,25657,0
S102,1,foods,salmon,1760,27417,0
S102,1,foods,swordfish,2008,29425,0
S102,1,foods,mahimahi,1823,31248,0
S102,1,foods,bread,3121,34369,0
S102,1,foods,pasta,1120,35489,0
S102,1,foods,rice,1464,36953,0
S102,1,foods,spinach,1888,38841,0
S102,1,foods,curry,1321,40162,0
S102,1,foods,chickpea,1774,41936,0
S102,1,foods,milk,1169,43105,0
S102,1,foods,eggs,912,44017,0
S102,1,foods,cheese,1552,45569,0
S102,1,foods,bologna,1872,47441,0
S102,1,foods,salami,1272,48713,0
S102,1,foods,pizza,2952,51665,0
S102,1,foods,nuggets,2760,54425,0
S102,1,foods,salad,1672,56097,0
S102,1,foods,tomato,1440,57537,0
S102,1,foods,cucumber,1464,59001,0
S102,1,foods,zucchini,1608,60609,0
S102,1,foods,eggplant,2328,62937,0
S102,1,foods,stew,1847,64784,0
S102,1,foods,chowder,1625,66409,0
S102,1,foods,carrot,3144,69553,0
S102,2,animals,bear,2451,2451,0
S102,2,animals,cat,496,2947,0
S102,2,animals,dog,544,3491,0
S102,2,animals,hamster,1168,4659,0
S102,2,animals,gerbil,1624,6283,0
S102,2,animals,guineapig,2247,8530,0
S102,2,animals,pig,672,9202,0
S102,2,animals,cow,1008,10210,0
S102,2,animals,horse,832,11042,0
S102,2,animals,sheep,688,11730,0
S102,2,animals,goat,1169,12899,0
S102,2,animals,rooster,1240,14139,0
S102,2,animals,mosquito,1367,15506,0
S102,2,animals,lion,1640,17146,0
S102,2,animals,tiger,1168,18314,0
S102,2,animals,cheetah,1313,19627,0
S102,2,animals,leopard,1025,20652,0
S102,2,animals,lynx,1127,21779,0
S102,2,animals,bobcat,1577,23356,0
S102,2,animals,wolf,1192,24548,0
S102,2,animals,rabbit,4911,29459,0
S102,2,animals,frog,1320,30779,0
S102,2,animals,elephant,3337,34116,0
S102,2,animals,rhino,1408,35524,0
S102,2,animals,mouse,1032,36556,0
S102,2,animals,shrew,951,37507,0
S102,2,animals,hare,913,38420,0
S102,2,animals,woodchuck,9456,47876,0
S102,2,animals,beaver,1056,48932,0
S102,2,animals,chipmunk,1752,50684,0
S102,2,animals,squirrel,2264,52948,0
S102,2,animals,wombat,1064,54012,0
S102,2,animals,wallaby,1264,55276,0
S102,2,animals,kangaroo,1472,56748,0
S102,2,animals,koala,1703,58451,0
S102,2,animals,buffalo,3529,61980,0
S102,2,animals,mink,3960,65940,0
S102,2,animals,ermine,904,66844,0
S102,2,animals,weasel,943,67787,0
S102,2,animals,otter,1208,68995,0
S102,2,animals,dolphin,5512,74507,0
S102,3,foods,apple,2771,2771,0
S102,3,foods,banana,896,3667,0
S102,3,foods,pear,623,4290,0
S102,3,foods,orange,824,5114,0
S102,3,foods,grapefruit,1857,6971,0
S102,3,foods,peach,1311,8282,0
S102,3,foods,grape,848,9130,0
S102,3,foods,strawberry,1576,10706,0
S102,3,foods,raspberry,1504,12210,0
S102,3,foods,cherry,1233,13443,0
S102,3,foods,grape,1631,15074,0
S102,3,foods,lychee,1545,16619,0
S102,3,foods,apricot,1175,17794,0
S102,3,foods,tangerine,1505,19299,0
S102,3,foods,pineapple,1567,20866,0
S102,3,foods,plum,1120,21986,0
S102,3,foods,pasta,1593,23579,0
S102,3,foods,bread,1240,24819,0
S102,3,foods,pizza,1375,26194,0
S102,3,foods,spaghetti,1449,27643,0
S102,3,foods,meatball,1391,29034,0
S102,3,foods,hamburger,1656,30690,0
S102,3,foods,turkey,1784,32474,0
S102,3,foods,chicken,1000,33474,0
S102,3,foods,beef,1096,34570,0
S102,3,foods,bologna,2961,37531,0
S102,3,foods,pork,855,38386,0
S102,3,foods,ham,936,39322,0
S102,3,foods,lobster,2745,42067,0
S102,3,foods,shrimp,2463,44530,0
S102,3,foods,egg,848,45378,0
S102,3,foods,cream,1240,46618,0
S102,3,foods,chocolate,1944,48562,0
S102,3,foods,pizza,1264,49826,0
S102,3,foods,nuggets,2384,52210,0
S102,3,foods,cheese,3712,55922,0
S102,3,foods,lasagna,1480,57402,0
S102,3,foods,spinach,1400,58802,0
S102,3,foods,alfredo,2401,61203,0
S102,3,foods,zucchini,1327,62530,0
S102,3,foods,cucumber,1120,63650,0
S102,3,foods,carrot,968,64618,0
S102,3,foods,eggplant,1992,66610,0
S102,3,foods,radish,1064,67674,0
S102,3,foods,parsnip,1568,69242,0
S102,3,foods,squash,2058,71300,0
S102,3,foods,pickle,1806,73106,0
S102,3,foods,bokchoy,1984,75090,0
S102,3,foods,cabbage,1360,76450,0
S102,3,foods,spinach,1240,77690,0
S102,3,foods,arugula,2209,79899,0
S102,3,foods,romaine,1553,81452,0
S102,3,foods,broccoli,1590,83042,0
S102,3,foods,cauliflower,1592,84634,0
S102,3,foods,tomato,1688,86322,0
S102,3,foods,tuna,2160,88482,0
S102,3,foods,cod,976,89458,0
S102,3,foods,mackerel,2122,91580,0
S102,3,foods,salmon,1326,92906,0
S102,3,foods,tilapia,1232,94138,0
S102,3,foods,crab,2744,96882,0
S102,3,foods,clam,1736,98618,0
S102,3,foods,stew,2290,100908,0
S102,3,foods,soup,1150,102058,0
S102,3,foods,padthai,3288,105346,0
S102,3,foods,rice,1576,106922,0
S102,3,foods,tofu,2344,109266,0
S102,4,animals,lion,3276,3276,0
S102,4,animals,tiger,736,4012,0
S102,4,animals,bear,576,4588,0
S102,4,animals,elephant,1239,5827,0
S102,4,animals,rhino,1745,7572,0
S102,4,animals,cat,1160,8732,0
S102,4,animals,dog,552,9284,0
S102,4,animals,hamster,1048,10332,0
S102,4,animals,gerbil,1152,11484,0
S102,4,animals,guineapig,1328,12812,0
S102,4,animals,rabbit,1208,14020,0
S102,4,animals,mouse,816,14836,0
S102,4,animals,shrew,856,15692,0
S102,4,animals,chinchilla,2184,17876,0
S102,4,animals,mink,768,18644,0
S102,4,animals,ermine,1016,19660,0
S102,4,animals,weasel,896,20556,0
S102,4,animals,otter,1160,21716,0
S102,4,animals,beaver,1177,22893,0
S102,4,animals,chipmunjk,1390,24283,0
S102,4,animals,squirrel,2977,27260,0
S102,4,animals,goat,936,28196,0
S102,4,animals,pig,584,28780,0
S102,4,animals,sheep,664,29444,0
S102,4,animals,horse,784,30228,0
S102,4,animals,cow,552,30780,0
S102,4,animals,buffalo,1272,32052,0
S102,4,animals,oxen,831,32883,0
S102,4,animals,cheetah,3553,36436,0
S102,4,animals,leopard,1048,37484,0
S102,4,animals,lynx,1648,39132,0
S102,4,animals,bobcat,1976,41108,0
S102,4,animals,hippo,1520,42628,0
S102,4,animals,rhino,1048,43676,0
S102,4,animals,wallaby,6424,50100,0
S102,4,animals,dingo,992,51092,0
S102,4,animals,wolf,1336,52428,0
S102,4,animals,kangaroo,1672,54100,0
S102,4,animals,koala,2528,56628,0
S102,4,animals,capybara,2608,59236,0
S102,4,animals,camel,3040,62276,0
S102,4,animals,dolphin,8272,70548,0
S102,5,tools,hammer,3152,3152,0
S102,5,tools,wrench,1912,5064,0
S102,5,tools,saw,824,5888,0
S102,5,tools,drill,2624,8512,0
S102,5,tools,brush,1367,9879,0
S102,5,tools,chisel,1353,11232,0
S102,5,tools,mallet,2222,13454,0
S102,6,animals,cat,3872,3872,0
S102,6,animals,dog,503,4375,0
S102,6,animals,bear,833,5208,0
S102,6,animals,hamster,1063,6271,0
S102,6,animals,rabbit,903,7174,0
S102,6,animals,hare,697,7871,0
S102,6,animals,weasel,792,8663,0
S102,6,animals,ermine,792,9455,0
S102,6,animals,otter,887,10342,0
S102,6,animals,mink,1000,11342,0
S102,6,animals,otter,1921,13263,0
S102,6,animals,lion,903,14166,0
S102,6,animals,tiger,1288,15454,0
S102,6,animals,dog,681,16135,0
S102,6,animals,horse,807,16942,0
S102,6,animals,pig,608,17550,0
S102,6,animals,cow,568,18118,0
S102,6,animals,sheep,721,18839,0
S102,6,animals,goat,624,19463,0
S102,6,animals,wallaby,951,20414,0
S102,6,animals,kangaroo,1129,21543,0
S102,6,animals,dingo,919,22462,0
S102,6,animals,capybara,1392,23854,0
S102,6,animals,rhino,912,24766,0
S102,6,animals,elephant,1209,25975,0
S102,6,animals,hippo,1720,27695,0
S102,6,animals,mouse,1528,29223,0
S102,6,animals,chinchilla,2144,31367,0
S102,6,animals,moose,2360,33727,0
S102,6,animals,buffalo,1527,35254,0
S102,6,animals,oxen,913,36167,0
S102,6,animals,tapir,1007,37174,0
S102,6,animals,llama,856,38030,0
S102,6,animals,camel,1473,39503,0
S102,7,tools,hammer,3100,3100,0
S102,7,tools,saw,671,3771,0
S102,7,tools,drill,1128,4899,0
S102,7,tools,wrench,1296,6195,0
S102,7,tools,brush,2280,8475,0
S102,7,tools,nail,976,9451,0
S102,7,tools,mallet,4825,14276,0
S102,7,tools,screwdriver,17231,31507,0
S102,8,foods,apple,3119,3119,0
S102,8,foods,orange,1096,4215,0
S102,8,foods,banana,1135,5350,0
S102,8,foods,pear,897,6247,0
S102,8,foods,plum,928,7175,0
S102,8,foods,grapefruit,1976,9151,0
S102,8,foods,grape,792,9943,0
S102,8,foods,cherry,1000,10943,0
S102,8,foods,raspberry,1696,12639,0
S102,8,foods,strawberry,1648,14287,0
S102,8,foods,blueberry,1568,15855,0
S102,8,foods,lingonberry,2024,17879,0
S102,8,foods,boisonberry,2593,20472,0
S102,8,foods,apricot,3023,23495,0
S102,8,foods,tangerine,1872,25367,0
S102,8,foods,plum,984,26351,0
S102,8,foods,pineapple,1296,27647,0
S102,8,foods,lychee,1912,29559,0
S102,8,foods,durian,2888,32447,0
S102,8,foods,coconut,2736,35183,0
S102,8,foods,juice,3304,38487,0
S102,8,foods,pasta,1016,39503,0
S102,8,foods,pizza,816,40319,0
S102,8,foods,spaghetti,2031,42350,0
S102,8,foods,meatball,2072,44422,0
S102,8,foods,hamburger,1768,46190,0
S102,8,foods,sausage,1105,47295,0
S102,8,foods,bacon,847,48142,0
S102,8,foods,ham,632,48774,0
S102,8,foods,pork,760,49534,0
S102,8,foods,chicken,1626,51160,0
S102,8,foods,turkey,1430,52590,0
S102,8,foods,quail,1137,53727,0
S102,8,foods,lamb,1135,54862,0
S102,8,foods,cod,2249,57111,0
S102,8,foods,tuna,703,57814,0
S102,8,foods,mackerel,1192,59006,0
S102,8,foods,salmon,968,59974,0
S102,8,foods,tilapia,2601,62575,0
S102,8,foods,swordfish,2807,65382,0
S102,8,foods,shrimp,1120,66502,0
S102,8,foods,lobster,1351,67853,0
S102,8,foods,crab,1001,68854,0
S102,8,foods,clam,1040,69894,0
S102,8,foods,bread,1168,71062,0
S102,8,foods,rice,1424,72486,0
S102,8,foods,crackers,2055,74541,0
S102,8,foods,soup,912,75453,0
S102,8,foods,stew,713,76166,0
S102,8,foods,cheese,919,77085,0
S102,8,foods,lasagna,1361,78446,0
S102,8,foods,spaghetti,3880,82326,0
S102,8,foods,eggplant,3415,85741,0
S102,8,foods,zucchini,1753,87494,0
S102,8,foods,squash,1512,89006,0
S102,8,foods,cucumber,1176,90182,0
S102,8,foods,pickle,887,91069,0
S102,8,foods,radish,1201,92270,0
S102,8,foods,parsnip,1176,93446,0
S102,8,foods,tomato,2433,95879,0
S102,8,foods,pumpkin,1735,97614,0
S102,8,foods,romaine,3400,101014,0
S102,8,foods,arugula,1048,102062,0
S102,8,foods,spinach,1272,103334,0
S102,8,foods,kale,783,104117,0
S102,8,foods,carrot,1185,105302,0
S102,8,foods,broccoli,1447,106749,0
S102,8,foods,cauliflower,3056,109805,0
S102,8,foods,potato,6258,116063,0
S102,8,foods,raisin,4495,120558,0
S102,8,foods,spam,1536,122094,0
S102,8,foods,padthai,6639,128733,0
S102,8,foods,ramen,3449,132182,0
S102,8,foods,udon,1216,133398,0
S102,8,foods,sushi,992,134390,0
S102,8,foods,sashimi,1343,135733,0
S102,8,foods,tempura,1208,136941,0
S102,8,foods,okra,6176,143117,0
S102,8,foods,greenbeans,1873,144990,0
S102,8,foods,peas,1151,146141,0
S102,8,foods,onion,1545,147686,0
S102,8,foods,cabbage,2040,149726,0
S103,0,tools,hammer,4171,4171,0
S103,0,tools,drill,1337,5508,0
S103,0,tools,saw,2088,7596,0
S103,0,tools,screwdriver,5372,12968,0
S103,0,tools,sander,4664,17632,0
S103,0,tools,shovel,2784,20416,0
S103,0,tools,rake,642,21058,0
S103,0,tools,lithe,157641,178699,0
S103,1,foods,cheeseburger,5706,5706,0
S103,1,foods,fries,2360,8066,0
S103,1,foods,steak,1651,9717,0
S103,1,foods,porkchop,1960,11677,0
S103,1,foods,apple,991,12668,0
S103,1,foods,grape,1625,14293,0
S103,1,foods,peach,2666,16959,0
S103,1,foods,broccoli,3530,20489,0
S103,1,foods,avocado,2262,22751,0
S103,1,foods,icecream,5472,28223,0
S103,1,foods,pizza,7122,35345,0
S103,1,foods,lasagna,3565,38910,0
S103,1,foods,spaghetti,2958,41868,0
S103,1,foods,orange,6660,48528,0
S103,1,foods,date,10243,58771,0
S103,1,foods,prune,1130,59901,0
S103,1,foods,muffin,1978,61879,0
S103,1,foods,cupcake,1090,62969,0
S103,1,foods,pudding,14869,77838,0
S103,1,foods,soup,1523,79361,0
S103,1,foods,grapefruit,55402,134763,0
S103,1,foods,cheese,7576,142339,0
S103,1,foods,nachos,1329,143668,0
S103,2,animals,cat,3765,3765,0
S103,2,animals,dog,917,4682,0
S103,2,animals,raccoon,2464,7146,0
S103,2,animals,elephant,2353,9499,0
S103,2,animals,whale,1289,10788,0
S103,2,animals,fish,800,11588,0
S103,2,animals,zebra,4717,16305,0
S103,2,animals,gazel,1898,18203,0
S103,2,animals,spider,7706,25909,0
S103,2,animals,beetle,3445,29354,0
S103,2,animals,human,7647,37001,0
S103,2,animals,ape,1440,38441,0
S103,2,animals,monkey,1965,40406,0
S103,2,animals,bird,31495,71901,0
S103,2,animals,hippo,7273,79174,0
