numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,numedges,graph_seed,x_seed,truegraph,truegraphll,truegraphll_prior,truegraphll_irt,truegraphll_irt_prior,cost_rw,time_rw,bestgraph_rw,hit_rw,miss_rw,fa_rw,cr_rw,ll_rw,cost_uinvite,time_uinvite,bestgraph_uinvite,hit_uinvite,miss_uinvite,fa_uinvite,cr_uinvite,ll_uinvite,cost_uinvite_irt,time_uinvite_irt,bestgraph_uinvite_irt,hit_uinvite_irt,miss_uinvite_irt,fa_uinvite_irt,cr_uinvite_irt,ll_uinvite_irt,cost_uinvite_prior,time_uinvite_prior,bestgraph_uinvite_prior,hit_uinvite_prior,miss_uinvite_prior,fa_uinvite_prior,cr_uinvite_prior,ll_uinvite_prior,cost_uinvite_irt_prior,time_uinvite_irt_prior,bestgraph_uinvite_irt_prior,hit_uinvite_irt_prior,miss_uinvite_irt_prior,fa_uinvite_irt_prior,cr_uinvite_irt_prior,ll_uinvite_irt_prior
6,0.3,steyvers,10,30,0.7,0,stationary,10,stationary,gamma,0.9,0.909090909,20,102,7,7,>>sparse6<<:]__@_@A_@AB_@ABC_BD_@B_D`ABE_BF_@BEFIfIJ`BEIK_@DGaDFLeIK_ABCMbEI`ABHdFhR`BJKNS`ACDHaBRV_AEWrT_BDX`JNS_P,-404.6948236,-406.5895814,-392.3868249,-396.4494763,80,00:00.0,>>sparse6<<:]_b?@A_AB`ABC_`AB`CDaBEFbFG_ABDEFIaFHIJ`AEFIJK_DGaDFGLbEIJK_ACDMbEI`FHKNPdFNPaGHR`BDFGHJKN`ACEHJKaBCHV_@ACFHTWcHPRT_DHIKQSXeIJKLNPSXZcDPUZ,79,23,57,276,-382.9385711,59,02:20.1,>>sparse6<<:]_b@AaB`ABC_`AB`CaBEbF_AEFIaI`IJK_DGaDGLeI_ADMbEhNPdFaGR`BKN`ACEbHV_AWrT_DHSXjKNSZdPZ,63,39,20,313,-367.4933944,50,07:42.6,>>sparse6<<:]_b@A_AB`ABC_`AB`DaBEbF_BEFIfIJ`AIJK_DGaDGLeI_ADMbEhNPdFaR`DJKN`ACEHaBHV_AWrT_DQSXjKNSZdPZ,70,32,18,315,-360.9236784,63,01:36.9,>>sparse6<<:]_`__@AB_@A_AdcFbE_DFaB`ABDFH_@BKeH`AFhL`BDEFN_CJaCDGLaEJNPaR_GQlRT`EKcFNbFGUbRTV`BGJNWw,65,41,22,307,-368.3720976,57,03:33.7,>>sparse6<<:]a@__@A_@A_ADdaC`BEG_DFaB`ABDFH_@BKe`ADFhL`BCDEFN_CJaCDLaEJNPaR_GQlRT`EKMcFLNbFGUbRTV`BGJNW`W,70,36,21,308,-364.7719705
6,0.3,steyvers,10,30,0.7,0,stationary,10,stationary,gamma,0.9,0.909090909,20,99,8,8,>>sparse6<<:]__@_@A_@AB_@ABC_@ACD`BDdaBCDdFcDFHcHJ_@ABE_@CFHLdEJM_AEF`DFlMN_E`IOPiJMOoR`LcHJK_DEORcHJdPScMNQ`FSZ,-409.4433649,-406.5088886,-399.0679572,-394.0219443,75,00:00.0,>>sparse6<<:]__@_@A`AB_@AB`ABCD`BDbDEFbCDdEFH_BCDFH`HJ_@BE_@ACFGHL_AEGJLM_ABEF_CDFIJN_LM_BEJM`DEGHINPmOcPR`AFLOUcDHKQR_ADEIORaEKMW_@DLNPSVcFMNQ`EFGJOSVZ[,82,17,58,278,-384.6496754,58,01:46.2,>>sparse6<<:]__@`AaB_@AB`ABCbDbDcDd_BCFHh_@_CFLeJMacDFIlM_BE`DGNPmOpR`FLOcHdEIORkMW`DNPScMQ`EFOS,62,37,21,315,-365.026215,51,04:50.5,>>sparse6<<:]__@_@Ab_@AB`ABCDdbDFbCdcDFHh_@_ACFLeJMaEcDFINlM_BE`DIPmOcR`FLcH_DIORaKW`DPScMNQ`FOSV,66,33,18,318,-361.8563242,52,03:13.8,>>sparse6<<:]__c?@_@AC_aCD_@AB`CaB`BDG_IaBaEG`HdaDHLMeLN_CILPeKaJiMNcQbKLPS`HLNQ_IKdMlXdPZ,65,41,11,318,-360.5509368,55,04:32.6,>>sparse6<<:]__c?@_AC_aCD_@ABDE`CaB`BDG_IaB`AEGH`HLcFMaBDHILMeLN_CHILeKaJ`IMcQbKLPS`HLNQ_BIKdMPlXaDPZ,69,37,18,311,-356.4022114
6,0.3,steyvers,10,30,0.7,0,stationary,10,stationary,gamma,0.9,0.909090909,20,107,9,9,>>sparse6<<:]__@_@A_@AB_@ABC`BD_@AC`DE_@C_DHfH_@ADE_ABCDF_@C`FLbIK_FIK_@C_@FLdKOPcHIKP`AHN_ABLM`DQ`BFM_BDFL_@JLYaFQZ_BMV,-411.9012371,-420.070902,-398.6666499,-406.99897,77,00:00.0,>>sparse6<<:]a@_A`AB_@ABC`BCD_ACdE_CEFdEGHfHaBDEG`ABCDF_@AC`BFG`CDEHIK_FHIK_@BC_@ACFGLdMOPRaFHIKP`HILNOR_ABLMUdIKV_AFMOSTW_ABDGKLQRVX_@JNUYaFJQZ_CEIKMVZ,84,23,54,274,-384.9392711,61,02:01.7,>>sparse6<<:]b?A`A`ABbCD_ACdE_CdHfHaDEG`ABC_C`F`EIKhK_@B`ACFLpRiK`HN_ABLMUdKaFMT_BDL_@fJQZcMVZ,63,44,17,311,-369.4499263,61,05:40.4,>>sparse6<<:]b?A`A`ABbCD_AdE_CFdHfHaDEG`ABC_AC`FcEIKfIK_@B`ACFLoPRiK`HN_BLMUdK_AFMT_BDL_@JfJQZcMVZ,65,42,19,309,-363.0882589,69,01:53.6,>>sparse6<<:]_b@`AB_@B_@bCdEFaDaBHaDhIaDF_@CI`BFG_aBDHKnbJKNbJNQgN`EGNQeFKOcKO_EV_DHRdHYaOaCIY,57,46,23,309,-372.5091873,60,06:40.0,>>sparse6<<:]_b@`A_@B_@aBCdEFaCDaBHaD`IaDF_@CI`BG_aCDFHJKeNbKNbJNQfG`GNeFKOcKO_EV_BDHcHYaOaIY,61,42,18,314,-366.1049108
6,0.3,steyvers,10,30,0.7,0,stationary,10,stationary,gamma,0.9,0.909090909,20,103,10,10,>>sparse6<<:]__@_@A_@AB_@ABC_@DaBC_ACDbCF_FGHaGI`DGaDK_@ABCE_@BE`GKL_@ABI`BCEG_@AFMfGIPaBCDJgITaO_C_@GPTV`CRXcHIcFcE,-405.0012331,-398.412304,-391.7097646,-385.2466202,85,00:00.0,>>sparse6<<:]b?A`AB_@ABC_@BD`ABC_@BFbCDF_BFGHaGIfGIJdGJK_AH_E`DFGKL_@ACDFHIM`BCEG_@ABKMPbFILPaBCDILdFGIKMT`O`AU_DGIJKNOTVW_CGINPRcHIRf_EFKRUX[,73,30,55,277,-372.8960366,58,01:31.1,>>sparse6<<:]b?Aa_@ABC_@aB_FbCFbFGHaGIfGdGJK_A_E`GKLaDHI`BCEG_@AMPbFIPaBCDgIMT`O`U_GKNTVWcNRcHf_EK[,65,38,20,312,-358.5080087,58,07:22.7,>>sparse6<<:]b?Aa_@ABC_@aB_bCFbGaGIfGdGJK_A_E`GKLaDHI`BCEG_@AMPbFIPaBCDiKT`O`U_GKTVWcNRcHIfeFX[,63,40,18,314,-352.8082598,51,02:15.3,>>sparse6<<:]a?@_@`AB_ddEa`ADEddEGIcGaEhJaBEHLeGIM`ACbCL`CPeHN_AELcNQ_BEFP_CLOdeGIJMdIO`DPiWX,68,40,11,316,-358.7205262,47,04:40.9,>>sparse6<<:]a?@_@A`AB_ddEa`AEddEGcGaDEgHJaBCEHLeIM`ACcLN`CPeHN_AELnQ_BEFP_COdeGIJMdIJO`DPiWX,70,38,9,318,-351.881807
6,0.3,steyvers,10,30,0.7,0,stationary,10,stationary,gamma,0.9,0.909090909,20,103,11,11,>>sparse6<<:]__@_@A_@AB_@ABC`AD`CE_ABDE_@EGaBEGbD_ACDG_EbCEG`CIMaBGgINcKbCDGO`GHbCENaBDMOR`AEHNaDKeFbEU`JKU_AGKW`ANV,-408.1162909,-424.5726254,-395.5755019,-410.5510867,92,00:00.0,>>sparse6<<:]_b?A_@BaB_CD`ACE_ABD_@CG`ABEGaDFaCGJ`DEFGIKaEGI_@EIM`AEGHM_BHIMNaCKMbCFJKMO_@EGHQ`ACLMNPaBCDHIMORS_@EHdK_EFVbDEILU`ACHJK_DGKLOPQRVWaKLNV,73,30,62,270,-383.8426977,56,01:18.9,>>sparse6<<:]_b?A_@ABb_D`CE_ABD_@G`BEdaG`DEGeGI`IMaGMbHINcKcJKMO`GHaCNaBDIMOR`EHdKfbDEUaHJ_DGKQWaNV,66,37,19,313,-369.1638364,56,05:03.0,>>sparse6<<:]_b?A_@BaB_D`CE_ABD_@CG`BEGdaCGeFGIaEGI`IM`AG_IMNaCKbCJKMO`GH`ANaBDMOR`EHdKfbDELU`HJ_DGKQWaNV,69,34,22,310,-362.2792915,64,02:05.3,>>sparse6<<:]_bA`B`ABC`ABD`E_ABCD`CDEbGH`I`A_FcDGhI_I_AJLO`GP`FJKL`BCEKaDM`BCD_@Q_AGKeGMVWk_KXYfHLOVXiUZ,63,37,27,308,-379.3110007,54,05:53.8,>>sparse6<<:]_bA_@B`ABC`ABD`E_BCD`CDEbGH`I`A_FcDGiJ_I_AJLO`GP`FJL`BEKaDM`BCD_@Q_ADGKeGMVaK`KXfHLOVXiUZ,67,33,21,314,-372.5376695
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,102,1,1,>>sparse6<<:]__@_@A_@AB_@ABC`ABCD_@B_CDFbFG`ACEcDFaDJ_@HJaDG`BCM_FHMfHMOaEIdK_FHOaCEIfGLOP`CEQ`CNbDW`KMX`BCNcEGX`AE,-451.1940486,-440.4750987,-436.9503135,-426.5495739,84,00:00.0,>>sparse6<<:]a@_@A_@A_@C_AB_@AD_CDbDFG`ABCE`CDG`ABJ_BHJaDEGH`BdFHJLMfHJMO`ACEIdEKM_BEFO`ACDEKcFGJLMOPSbEHJNQT`CDFNST_BRW_EFGIKMNX_@ACKLMNXcEGHMUXY_@ABEKUY,79,23,61,272,-429.0481733,54,01:50.2,>>sparse6<<:]a@_@_@ca_@D_CDbFGaCEcD`AbHJaDGbdFHMhJMaEIdK_BEFO`ACEfGJLMObEJNQ`CNbW_IKMX_@ACNcEGX_@ABE,67,35,19,314,-412.5968217,47,04:53.3,>>sparse6<<:]a@_@A_@c_A_@D_CDbDFG`ACEcD`A_HJaDG`BfHMfHMaEIdK_BFOaCEfGJLMObEJNQ`CDNbW_IKMX_@ACNcEGX_@ABE,72,30,17,316,-402.8602573,58,02:33.6,>>sparse6<<:]__@`_A_C_BDbDE``DGdEk?@ABCbIaBCFK`GH_@AbEIn_@AFcDE_AKOaKMt_@BCFIKPQdELSdTWXbHJShJNaDHJ,64,37,21,313,-401.3943419,56,05:05.8,>>sparse6<<:]__@`_A_C_BDbDEadGdEg_@ABCFbIaBCFK`GH_@AbEI_N_@AFcDE_AHKkMt_@ABCFIKLPdELSdTWXbHJSUhJNaDGHJ,67,34,22,312,-393.2577573
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,108,2,2,>>sparse6<<:]__@_@A_@AB_@ABC_@BCD_@B_CE_BF_@AaCDI_ACDJ`BDEK`BDFL_AFG`CDF`AFIOaCIJN`BFL_AF_@DRbEHLcDFPaFIPaCK`JdFLM_@BRcFV,-453.6098061,-464.7895553,-436.9553886,-450.6083986,80,00:00.0,>>sparse6<<:]_b?@_@A_@C_@BCD`CD_CEf_@AFaCDFI_ABCDIJbDEK`BFILfGHKMaCDFJK`AEINObGIJNbDEFHKLM_AGJR_@DLMPRdEGHLPRcDFR`ACGHINOPaCDJKO`JQWXdFLMR_@BGNPRST_FHNPUV,84,24,56,271,-427.9709084,58,02:22.8,>>sparse6<<:]_b?@`_@C_@BC`CD_CEf_@AaCDIaCDIJbEKbFLfGHaDFK`AIiJNbDL_A_@LeHPRcDFaCHINPaDK`JWdLMR_@BRSTfHPV,70,38,20,307,-411.5078845,54,03:50.2,>>sparse6<<:]_b?@`A_@C_@BCD`CD_CEf_@AaCDIaCDIJbEKbFLfGHaDFK`AINiJNbDF_A_@LeHLPRcDFaCHINPaCJK`JWdFLM_@BNRSTfHPV,75,33,21,306,-403.323348,67,03:06.4,>>sparse6<<:]a?@_@d?ABCag?AC`DEaCEGaDG`IJ`Be_K`BCKLbK`EGKMgLbCGKPQfMNm_ABDPSaGKOaBCEFILOTpRUV_@NRcDEHIJkOV,64,41,26,304,-418.3485144,59,07:28.8,>>sparse6<<:]a?@_@`_@ABC`ACg?AC`DEaCEGaDG`IJ`BeK_K`BCKLbK`GKLgLbCGKOPQfMNkM_ABDPSaGKOaBCEFILTpRUV_@NReGHIJkOV,70,35,24,306,-412.9213162
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,91,3,3,>>sparse6<<:]__@_@A_@AB_@ABC_Dc_@DbCDaCH`ABcFbCD_@D_AEcDHK`IKgHO_ADM`AN_CDMP_@BCLbCGM`CLaNScIRScMVgOQcSY,-431.6546261,-448.969375,-421.8234584,-434.7726763,74,00:00.0,>>sparse6<<:]__@`A`A_@ABC_e_@D_@BCDFGaCFHaBEcFbE_@CDF_ABDEGbDFK`IMO`CGH_ABCDJMgL_@CDEGMP_@ABCEGJLSbGIMQRS`CILaCMNShILRSVaCHMRUVbGHKOQTaCFIOQSTXY,74,17,57,287,-414.7284953,53,01:52.4,>>sparse6<<:]a?@`A`A_@AB_g@D_@FGcHaBcFbE_C_AEbDK`Ig_CJg_CDMP_BCEJLmScLaNSiLRSaCMVgOaY,54,37,16,328,-389.7560164,48,04:42.2,>>sparse6<<:]a?@`A`A_@AB_g@D`CFGcHaBcFbE_C_AEbDK`Ig_AMg_CDMP_@BCEJLbMScLaNSiLRSaCMVhOQaIQY,59,32,16,328,-387.3479953,51,02:31.6,>>sparse6<<:]___@A_@B`_CaBC_Db_ABGh`BD`AH`CFaBDL`CK_AM_EN_EfPdPfM_DEU`ACLaCKOcDFMUdFJSbGIbNSY[,64,34,17,320,-416.113864,46,05:24.2,>>sparse6<<:]___@A_@B`C_CaBC_Db_ABGh`BD`AH`CF_ABDL`CK_AM_EN_EfPdHPfM_DEU`ACLaCKOcDFMUfJSYbDIbNSY[,68,30,16,321,-407.1641184
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,108,4,4,>>sparse6<<:]__@_@A_@AB_@ABC_@BD`D`BC`E`BCG_@AEF`J`ABGIaCDG`JK_@FN`EJKNaBG_FNObEILQ_@AGLaBDJMbCaGIST_BQUaBOXiSW`CGM_BDQSY,-452.0181124,-465.884606,-437.5017452,-451.5102382,87,00:00.0,>>sparse6<<:]a?@``B_ABC_@CD`BD_B`BEG_BC`BDEF`DFGIJ`AGIJ_ADGIKLbEFK_@CDEFHJN`AEHJKN_ADFG_EFIMNOPcEGHILQ_@BCFGJLNaBDJPbCbCIQST_CDJQUaBHIMRUVgISW`CGHMT_BDGQSVXY,82,26,61,266,-430.8872283,66,02:06.5,>>sparse6<<:]b@b_AC_@D`D_B`BE_GdEF`GJaG_AIKeK_@DFN`AHJN_A_FMNcEILQ_@JLaBDJbCbIST_DQUaBRgW`CGT_BDQS,63,45,21,306,-411.8380633,61,06:23.0,>>sparse6<<:]a@``B_AC_@D`BDb`BE_B`DEF`GJaG_AIKbEK_@DFJN`EHJKN_A_FNOcEGIL_@BGLaBDJbCbIQST_DQUbUVsW`CGMT_BDQS,70,38,23,304,-405.826992,66,02:50.4,>>sparse6<<:]a?@_@`_CfA``BE_ACF_FIdG`CeGK`ACdFfLO_BmNbHLbHLR`ADHSrTeHSUbCDEGP`HIOSU`EHWcEKLPXdRY[,56,40,26,313,-422.0486246,61,05:28.8,>>sparse6<<:]a?@_@`_CfAh@BE_ACF_FGIdG`CHeGK_ACIdFfO_BaMbHLbLR`DHSrTeHSUbCDEGP`AHIOSU`EHWcEKLPXdHPRY,59,37,24,315,-416.0320712
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,96,5,5,>>sparse6<<:]__@_@A_@AB_@ABCaCDaCDcFaCFaCD_@BEFIaCFcFG_ABJ`ACDMcFKaCaBCJ_@BFaBMcDNnT_ADJaIQT_AJ`CIMNQaJX`AQ`M,-456.5896909,-460.5774634,-443.6297908,-447.5120211,92,00:00.0,>>sparse6<<:]__@`_@B`ACaBD`ABDcFfbCDF_ABEFHIaCFIcFGHI_BDFIJ`ADFHJKMfGHKLaCGMaBCGHJLOP_@BFGIM_AKMNPQaBCDFHKNcNST_BDFIJMaCDIQTV_EHJV`CEINQSUXaBEKMOX_BHJMQWX`EMSZ,75,21,71,268,-434.9432765,64,02:02.7,>>sparse6<<:]a?@`_@aCd`ABDffbCD_BEFaCcFG_BFJ`ADHgHKLaaBCGHJP_@BF_AKMNPaCNnT_BDIJaDIQTj`CEIQXeKMX_HJQX`EM,61,35,29,310,-420.2674404,63,10:10.5,>>sparse6<<:]a?@`_@`ACbD`ABDffbCD_BEFaCcFGI_BFJ`ADHgHKaCaBCGHJLOP_@BF_AKMNPaCNnT_DFIJaCDIQTj`CINXkMX_HJQX`M,63,33,30,309,-415.4572508,50,02:32.1,>>sparse6<<:]__@`A`A_BCdecFfG`CGeaB`BH_BCDJK_BCDaBbJOeGHN`CEIaBCEG_BDJcLM`DEFGKaKVdEFdFIRV_K`VWjMPW,69,33,17,316,-431.1954391,45,06:44.6,>>sparse6<<:]__@_@A`A_BCfEcFfG_@CGeaB`H_BCDJKcDL_AB_BJeGHN`CEIaBCEG_BDJcELM`DEFGKNaKVdEFTdFIRV_D`VWjMPW,73,29,16,317,-423.497533
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,99,6,6,>>sparse6<<:]__@_@A_@AB_@ABC`ABC`BC_ABCD_ABC_AGHaEFH`FabDIJ`CGdM_ACaFGMaGIbNQ_APaCDGHbDIRU_NQRbGNPaIPUpY_JLRTaCD,-452.2372819,-436.3689411,-442.1062494,-422.6469141,81,00:00.0,>>sparse6<<:]_`_@A_@A_@C_@ABCD`BC_ABDEaBCDaGH`BEFH_@FGJaBFJbHIJ`CDGKdM_AFHbFGLM`ILQbMN_AEFLPaBDEGHbCDIPUcLMNPQRS_IMNPSaGIKPRTdMPXY_EFJLPSTWY_CDGILMOT,77,22,59,277,-424.2119387,64,01:31.0,>>sparse6<<:]_`_@A_A_C`ABCbC_BaCaGHbEH`FGaiJ`CdM_AHfM`ILQt?AELaDEGHdIUlNPQRSiMNPaGIRpXeJLSW_CIT,58,41,23,313,-405.3137253,59,08:10.6,>>sparse6<<:]_`_@A_@A_C_@ABCbC_ABaBCaGHeHfGaiJ`CKdM_AFbFM`ILQm_AEPaDEGHdIUcLNQRSiMNPaGIPRpXY_JLSTWcILMT,65,34,25,311,-405.5774432,53,03:14.7,>>sparse6<<:]b?A`A`ABb`C_C`CFgfHaDaDaDHk_DfN_CGqbEFHOPQ`BCGQ_@N_LN`I_ADMSbDG_CEKSTV`UZaM,58,37,16,324,-409.1176038,38,08:41.5,>>sparse6<<:]b?@A`A`ABaB_@C_BC`CFgfHaDaDaDHk_DEHfKN_CGqbFHPQ`BCGQ_@DN_AN`IcDMQSbDGT_ACEKSTV`AUZaM,70,25,13,327,-399.3682271
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,113,7,7,>>sparse6<<:]__@_@A_@AB_@ABC_@ACaBD_BDEF_@BCF_@CDEGaEH_@AEGJ`BDFI_@ADIfGHL_DbGLO_BINaBDEFKaBDGKmRdNaKRTtV_@BHbDGR_@CbGOPaPQRX[,-460.6022314,-460.0790109,-443.7356141,-445.5120042,86,00:00.0,>>sparse6<<:]a@`_@AB`ABC_AC_@ABDE_BDE_@BCE`ACDEH_AEH_@CEGJbCEFI_@AIdFGIL_CFHJMgILNO_ABDHILMNaBDHJKM_ADFGKNmPR_FIJLMaDRTaEKTV_@BDEGHPbDGNORS_@CMPQXeOPSW_AFIJPX[,86,27,59,263,-431.9769897,75,02:00.2,>>sparse6<<:]a@`_@AB`AB_AC_BD_B_BCE`CHaHeGJeFI_@AIdFGLfJgIOaBHLaBDKaFGmR_FJaTkTV_@DdGORS_@QXeOPS_PX[,62,51,24,298,-415.6407114,65,05:59.7,>>sparse6<<:]a@`_@AB`ABC_AC_BD_B_@BC`CDEHaEHeGJbEFI_@AIdFGL_FgIO_BDHLaBDKaDFGmR_FJaTkTV_@DPbDGORS_@MQXeOPS_AX[,72,41,24,298,-407.6636762,66,02:30.5,>>sparse6<<:]a@_@A_@AaC_BdaBDEbDEG_bGjaDJ_FbFI_AFbGJaI`JPlMO_@CLRbDEH`KTbEIU`CrcDFIMNaDKaDFQZ,58,45,21,311,-415.608417,56,05:53.1,>>sparse6<<:]a@_@A_@AaBC_Bd`ABDEbDEG_bGjaDJ_FbFI_AFbGJaI`BJPjLMO_@CLRbEHI`KTeGHI`Cr_CDFIMNaDKZaDFQZ,66,37,19,313,-409.5264304
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,104,8,8,>>sparse6<<:]__@_@A_@AB_@ABC`AB`ABDE_@ABE_ABD`BCDFaCH_@AbDG`ABGa`BCIJ_BMO`BEI`DEMdMR_ABJcEIMPdRSeFHPQ`BU_AKeFGQlMZeQW,-441.9938766,-450.642225,-429.8916609,-434.5953087,81,00:00.0,>>sparse6<<:]_c@AB_@A_@AB`ABDE_@ABE_ABFG_BCDFaHI_@FGJbDEG_@BGHaI_@ABCIJK_@BCGJO`ADEGIJL`ABDIM`DHLMRcDGJcDIMPR`DHLMOPQRSeFHPQRU`BERU_AHKMQTX`EFLWgLPZeFPQW,81,23,58,273,-425.6095965,58,02:15.0,>>sparse6<<:]_c@A_A`ABaBDE`BaB_BCFaH_@bDG_@BGHa`BCJ_@GO`ADGIJ`BDMdMRcGJcDIP`DRSeFHPQeRU_AKTXeLleQW,65,39,19,312,-405.6230307,62,05:16.5,>>sparse6<<:]_c@AB_@A`ABaBDE_@BaBFaBCFaH_FbDEG_@BGHa`BCJ_@GO`ADEGIJ`BDMdMRcGJcDIP`DRSeFHQUeRU_AKTXeLgZePQW,67,37,25,306,-402.6892409,50,02:52.0,>>sparse6<<:]a@_@aBa_ABCDdaCF`GaD_BDEh_EI`ELdFI`DFNbDbEJdENaCIcGQ_CIJNaStaBKSWaCKPX`CINP_BGbEY,69,39,11,316,-414.2728649,47,07:23.1,>>sparse6<<:]a@_@aB_AB_@ABCDdEaCF`GaDE_DEh_BEI`E_DFI`DFNbK_BEJdENaCIcGQ_CIJPaSdTaBKSWaCKPX`CINPS_BGbEXY,75,33,14,313,-403.9659478
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,104,9,9,>>sparse6<<:]__@_@A_@AB_@ABC`BD_E_BC_@BDG_@H`BE`HI_ABCDaCHaCDI_BGHcDELaCGO`CP`BD`AMNQcDL`MNQ`EJ`NQTgOQ`CJOcGHOQYaBDEG,-459.3628576,-424.4863915,-442.2269296,-411.6775331,90,00:00.0,>>sparse6<<:]a?``AB_AB_@D_EbC_D_@EFH_@BE`FHI_@ABCD`ACDGH`ACDI_BEGHeFMaDFGHOP`CEJ_ABDHPaBLMNPQ`CDEPQS_@AILMNQR_@DEFGJORaKNQ`GHIOQcEJKOQRVbCHRSXY_BDEGKOPSV[,77,27,63,268,-427.6270843,59,01:39.8,>>sparse6<<:]a?``AB_AB_@D_Eb__@H_B`HI`ACDaCDHaCI_BGHeMaFGO`CbDHPaLMNQ`CDPQ`AMNQ`DEJRaKNQgHOQcJKObCRXYbDEGP[,69,35,24,307,-412.8202347,54,07:32.4,>>sparse6<<:]a?c@AB_AB_@D_Eb_D_@H`B`HI_@ACDFaCDHaCI_BGHeMaDGO`CbDPaBMN`CDPQ`MNQ`DEJaKNQgHOQcJORVbCHRYbDEGP[,71,33,21,310,-400.9894343,42,01:32.1,>>sparse6<<:]a?@_@Ab_@ACbaBCcEaCFG_BF`D_AFc_DdIbEL`BDILeFbFIKPdGJ`OP`CIR_ACFHJ_McEGJ`CJNWaELcNYjSX,66,24,18,327,-399.5727803,35,04:20.8,>>sparse6<<:]a?@_@A_B_AbDbCdEaCFGbF`DF_Ac_DdIbEL`BDILeFbFIKPdGJ`AO`CIR_AFH_McDGJ`CJNWaEOTcNYjSX,68,22,13,332,-391.8847645
6,0.3,steyvers,10,30,0.7,0,stationary,11,stationary,gamma,0.9,0.909090909,20,105,10,10,>>sparse6<<:]__@_@A_@AB_@ABC_@AC`AB_@AEaCEcDH_CF`BEGHaBDHbHJ_FJMbCDFLaBFJNO_AEKcFK`QhQbCKLbHM_CDKS_@ACDK_@EQ_AKrWXZ_MN,-454.2269845,-449.7288268,-439.2133859,-436.810184,79,00:00.0,>>sparse6<<:]__@_@_@AB_AB`AD_AB`AEg`CDHbCEF`BEHaDEHIcEHJ_FJMaBDFL`BDEFLNO_@ADEGJKOPdFK`AGQgHJQbCFKLMbFGJKLMT_@CGJKO_@ABCDHILO_@EGHKS_AIJKUVYrWXZ_IJMP,81,24,55,275,-423.3667969,63,01:53.0,>>sparse6<<:]_b?@_@ABaB`A_B`AEgcDHfbEHaDEHcHJ_FJMaBDFfLNO_@AEJKPd`AQgHJbCKLjKLMT_CK_@ABD_@K_UVrWXZ_IMP,65,40,23,307,-406.1514987,61,05:53.0,>>sparse6<<:]___@_@ABaB`AaB`AEgcDHbFbEHaDEHcHJ_FJMaBDFdFLN_@ADEKd`AQgHJbCKLjLMT_CK_@ABD_@K_UVrWXZ_IMP,66,39,22,308,-399.8465811,57,02:26.5,>>sparse6<<:]bA_A`ABCbCDeedG`AEaCEbHfH_BFIJdHLhL_BK_BDHPcLNcEFM`CEMS`FeKMTcEJdHL_DHQobDaCGPV,58,37,20,320,-406.031392,52,08:50.1,>>sparse6<<:]_`a_A`ABCcDeedG`AEaCEbHbFH_BCFIdHLhL_BK_BDEHPcLNcEF`BCEMS`FeMTcEJdHL_DHQobDaCGKPV,62,33,19,321,-400.8417132
